height,lenght,area,eccen,p_black,p_and,mean_tr,blackpix,blackand,wb_trans,class
8,180,1440,22.5,0.213,0.794,1.39,306,1143,220,P
10,119,1190,11.9,0.39,0.81,2.75,464,964,169,P
10,66,660,6.6,0.324,0.78,2.25,214,515,95,P
7,256,1792,36.571,0.135,0.603,1.36,242,1081,178,P
8,6,48,0.75,0.33299999999999996,0.9790000000000001,1.78,16,47,9,P
10,25,250,2.5,0.392,0.904,2.09,98,226,47,P
9,118,1062,13.110999999999999,0.37200000000000005,0.818,2.41,395,869,164,P
7,33,231,4.7139999999999995,0.14300000000000002,0.8440000000000001,2.36,33,195,14,P
7,11,77,1.571,0.40299999999999997,0.9740000000000001,1.48,31,75,21,P
9,33,297,3.667,0.354,0.7809999999999999,1.84,105,232,57,P
10,152,1520,15.2,0.297,0.778,2.17,452,1182,208,P
7,8,56,1.143,0.429,0.9640000000000001,1.85,24,54,13,P
1,54,54,54.0,0.9440000000000001,1.0,17.0,51,54,3,N
6,30,180,5.0,0.45,0.833,3.12,81,150,26,P
13,227,2951,17.462,0.226,0.8370000000000001,3.11,668,2470,215,P
8,8,64,1.0,0.23399999999999999,0.672,1.5,15,43,10,P
8,32,256,4.0,0.36700000000000005,0.688,2.47,94,176,38,P
10,18,180,1.8,0.389,0.8170000000000001,1.89,70,147,37,P
7,214,1498,30.570999999999998,0.449,0.899,2.77,672,1346,243,P
8,23,184,2.875,0.239,0.5539999999999999,1.76,44,102,25,P
9,110,990,12.222000000000001,0.311,0.627,2.08,308,621,148,P
10,151,1510,15.1,0.193,0.77,1.48,291,1162,197,P
7,15,105,2.1430000000000002,0.34299999999999997,1.0,1.64,36,105,22,P
17,266,4522,15.647,0.9209999999999999,1.0,12.82,4167,4522,325,P
1,19,19,19.0,0.632,1.0,4.0,12,19,3,N
5,7,35,1.4,0.314,0.857,1.83,11,30,6,P
10,19,190,1.9,0.621,0.858,8.43,118,163,14,P
10,12,120,1.2,0.4,0.9329999999999999,2.29,48,112,21,P
10,34,340,3.4,0.35600000000000004,0.8029999999999999,1.83,121,273,66,P
15,54,810,3.6,0.32299999999999995,0.6890000000000001,2.45,262,558,107,P
8,162,1296,20.25,0.435,0.9359999999999999,3.0,564,1213,188,P
12,101,1212,8.417,0.292,0.792,1.99,354,960,178,P
1,9,9,9.0,0.778,1.0,7.0,7,9,1,N
83,277,22991,3.3369999999999997,0.18,0.365,6.86,4138,8387,603,N
9,50,450,5.556,0.32,0.716,2.67,144,322,54,P
10,13,130,1.3,0.231,0.8,1.76,30,104,17,P
6,26,156,4.333,0.519,0.955,2.25,81,149,36,P
13,284,3692,21.846,0.205,0.5529999999999999,1.87,758,2040,405,P
9,130,1170,14.444,0.44799999999999995,0.877,2.63,524,1026,199,P
6,4,24,0.667,0.667,1.0,8.0,16,24,2,P
168,135,22680,0.804,0.82,0.904,62.81,18591,20513,296,N
8,12,96,1.5,0.43799999999999994,1.0,1.5,42,96,28,P
7,27,189,3.8569999999999998,0.28600000000000003,1.0,1.32,54,189,41,P
8,3,24,0.375,0.5,0.667,3.0,12,16,4,P
10,23,230,2.3,0.287,0.617,2.2,66,142,30,P
9,111,999,12.333,0.188,0.769,1.49,188,768,126,P
2,63,126,31.5,0.341,0.508,10.75,43,64,4,N
6,4,24,0.667,0.667,1.0,4.0,16,24,4,P
6,217,1302,36.167,0.25,0.684,1.52,326,890,214,P
7,215,1505,30.714000000000002,0.5479999999999999,0.997,3.35,824,1500,246,P
9,508,4572,56.443999999999996,0.16399999999999998,0.69,1.22,748,3154,614,P
16,389,6224,24.313000000000002,0.364,0.569,5.35,2268,3544,424,P
8,24,192,3.0,0.41700000000000004,0.953,1.9,80,183,42,P
7,16,112,2.286,0.24100000000000002,0.634,1.93,27,71,14,P
8,23,184,2.875,0.375,0.88,2.09,69,162,33,P
9,30,270,3.333,0.304,0.711,1.86,82,192,44,P
7,30,210,4.2860000000000005,0.32899999999999996,1.0,1.38,69,210,50,P
7,192,1344,27.429000000000002,0.136,0.385,1.36,183,518,135,P
8,120,960,15.0,0.25,0.748,1.66,240,718,145,P
8,183,1464,22.875,0.185,0.76,1.43,271,1112,190,P
3,3,9,1.0,0.778,0.778,7.0,7,7,1,P
10,506,5060,50.6,0.15,0.589,1.34,758,2980,564,P
9,32,288,3.556,0.41700000000000004,0.715,3.08,120,206,39,P
9,32,288,3.556,0.302,0.7809999999999999,2.07,87,225,42,P
11,54,594,4.909,0.258,0.736,1.99,153,437,77,P
6,13,78,2.167,0.359,0.782,1.33,28,61,21,P
7,6,42,0.857,0.452,1.0,1.9,19,42,10,P
1,39,39,39.0,0.308,1.0,1.71,12,39,7,N
11,262,2882,23.818,0.259,0.7879999999999999,1.94,747,2271,386,P
7,6,42,0.857,0.5,1.0,2.33,21,42,9,P
9,33,297,3.667,0.36,0.818,2.02,107,243,53,P
9,185,1665,20.555999999999997,0.386,0.6859999999999999,2.83,643,1142,227,P
5,39,195,7.8,0.436,0.6559999999999999,3.54,85,128,24,P
54,1,54,0.019,1.0,1.0,54.0,54,54,1,N
11,90,990,8.182,0.36200000000000004,0.8079999999999999,2.82,358,800,127,P
7,6,42,0.857,0.28600000000000003,0.857,1.71,12,36,7,P
91,285,25935,3.1319999999999997,0.158,0.165,113.89,4100,4287,36,N
8,5,40,0.625,0.45,1.0,3.0,18,40,6,P
7,29,203,4.143,0.266,0.813,2.7,54,165,20,P
9,46,414,5.111000000000001,0.316,0.857,1.72,131,355,76,P
6,85,510,14.167,0.239,0.725,1.42,122,370,86,P
7,18,126,2.571,0.302,0.9840000000000001,1.36,38,124,28,P
9,305,2745,33.889,0.191,0.73,1.4,525,2003,375,P
6,31,186,5.167000000000001,0.301,0.8440000000000001,1.65,56,157,34,P
5,4,20,0.8,0.7,1.0,2.33,14,20,6,P
9,58,522,6.444,0.203,0.531,1.34,106,277,79,P
6,24,144,4.0,0.292,0.764,1.56,42,110,27,P
9,93,837,10.333,0.278,0.847,1.66,233,709,140,P
7,16,112,2.286,0.259,0.705,1.38,29,79,21,P
9,91,819,10.111,0.32,0.773,2.2,262,633,119,P
8,29,232,3.625,0.345,0.6809999999999999,2.0,80,158,40,P
12,122,1464,10.167,0.26,0.8809999999999999,2.3,381,1290,166,P
1,40,40,40.0,0.2,1.0,1.14,8,40,7,P
6,8,48,1.3330000000000002,0.5,1.0,2.18,24,48,11,P
8,53,424,6.625,0.33,0.9059999999999999,2.09,140,384,67,P
6,17,102,2.833,0.314,0.6859999999999999,2.29,32,70,14,P
8,95,760,11.875,0.466,0.904,2.95,354,687,120,P
9,187,1683,20.778000000000002,0.42,0.7859999999999999,3.03,707,1323,233,P
7,11,77,1.571,0.33799999999999997,0.883,1.63,26,68,16,P
11,102,1122,9.273,0.223,0.768,1.53,250,862,163,P
9,47,423,5.222,0.28600000000000003,0.738,1.95,121,312,62,P
10,23,230,2.3,0.317,0.8909999999999999,2.35,73,205,31,P
24,176,4224,7.332999999999999,0.496,0.9690000000000001,7.85,2096,4094,267,P
5,7,35,1.4,0.4,0.657,2.33,14,23,6,P
7,18,126,2.571,0.365,0.9520000000000001,1.53,46,120,30,P
105,2,210,0.019,0.529,0.5329999999999999,111.0,111,112,1,N
8,10,80,1.25,0.23800000000000002,0.925,1.73,19,74,11,P
6,17,102,2.833,0.34299999999999997,0.873,1.3,35,89,27,P
1,78,78,78.0,0.9490000000000001,1.0,24.67,74,78,3,N
9,125,1125,13.889000000000001,0.21,0.601,1.69,236,676,140,P
9,103,927,11.444,0.16399999999999998,0.7709999999999999,1.22,152,715,125,P
9,150,1350,16.667,0.237,0.579,1.75,320,782,183,P
24,99,2376,4.125,0.912,0.96,20.07,2168,2282,108,P
23,132,3036,5.739,0.95,1.0,20.76,2885,3036,139,P
7,35,245,5.0,0.408,0.755,2.38,100,185,42,P
10,145,1450,14.5,0.268,0.747,1.83,389,1083,213,P
8,33,264,4.125,0.371,0.795,1.92,98,210,51,P
7,7,49,1.0,0.327,1.0,1.33,16,49,12,P
6,7,42,1.167,0.28600000000000003,0.857,1.5,12,36,8,P
11,104,1144,9.455,0.377,0.779,2.57,431,891,168,P
11,35,385,3.182,0.382,0.657,6.13,147,253,24,P
7,49,343,7.0,0.3,0.72,1.34,103,247,77,P
7,12,84,1.714,0.25,0.524,1.75,21,44,12,P
82,314,25748,3.8289999999999997,0.29600000000000004,0.502,10.84,7618,12923,703,P
13,115,1495,8.846,0.314,0.695,2.62,469,1039,179,P
11,74,814,6.727,0.267,0.628,2.21,217,511,98,P
4,65,260,16.25,0.29600000000000004,0.631,2.66,77,164,29,P
9,508,4572,56.443999999999996,0.184,0.705,1.31,840,3224,640,P
5,4,20,0.8,0.4,0.7,2.67,8,14,3,P
10,99,990,9.9,0.44299999999999995,0.912,2.64,439,903,166,P
10,212,2120,21.2,0.24,0.61,1.85,508,1293,274,P
7,33,231,4.7139999999999995,0.368,0.8959999999999999,1.57,85,207,54,P
10,121,1210,12.1,0.268,0.664,2.47,324,804,131,P
6,114,684,19.0,0.278,0.741,1.76,190,507,108,P
8,19,152,2.375,0.184,0.8490000000000001,1.47,28,129,19,P
197,198,39006,1.005,0.273,0.332,46.93,10654,12964,227,N
7,23,161,3.286,0.298,0.8759999999999999,1.45,48,141,33,P
28,45,1260,1.607,0.368,0.54,7.86,464,680,59,P
13,30,390,2.3080000000000003,0.35600000000000004,0.649,3.23,139,253,43,P
13,106,1378,8.154,0.306,0.688,2.37,422,948,178,P
7,16,112,2.286,0.259,1.0,2.07,29,112,14,P
9,83,747,9.222000000000001,0.293,0.7509999999999999,2.28,219,561,96,P
13,138,1794,10.615,0.23199999999999998,0.6970000000000001,3.86,417,1251,108,P
10,88,880,8.8,0.248,0.49,2.16,218,431,101,P
9,76,684,8.443999999999999,0.38,0.95,2.2,260,650,118,P
9,20,180,2.222,0.55,0.733,9.9,99,132,10,P
6,9,54,1.5,0.29600000000000004,0.7959999999999999,1.23,16,43,13,P
7,13,91,1.857,0.264,0.879,1.85,24,80,13,P
8,16,128,2.0,0.242,0.602,1.94,31,77,16,P
8,5,40,0.625,0.425,1.0,1.55,17,40,11,P
11,122,1342,11.091,0.256,0.6559999999999999,1.94,344,881,177,P
1,8,8,8.0,1.0,1.0,8.0,8,8,1,N
9,23,207,2.556,0.16899999999999998,0.319,2.92,35,66,12,P
7,16,112,2.286,0.446,0.946,2.0,50,106,25,P
13,266,3458,20.462,0.39799999999999996,0.579,4.81,1375,2003,286,P
9,86,774,9.556000000000001,0.21100000000000002,0.517,1.29,163,400,126,P
8,93,744,11.625,0.185,0.5379999999999999,1.24,138,400,111,P
9,179,1611,19.889,0.341,0.745,2.4,550,1200,229,P
8,90,720,11.25,0.207,0.738,1.54,149,531,97,P
8,8,64,1.0,0.25,0.672,1.6,16,43,10,P
11,9,99,0.818,0.485,0.727,6.0,48,72,8,P
7,11,77,1.571,0.35100000000000003,0.922,1.59,27,71,17,P
36,186,6696,5.167000000000001,0.318,0.654,7.28,2126,4382,292,P
3,463,1389,154.33,0.29600000000000004,0.382,13.7,411,531,30,N
7,17,119,2.4290000000000003,0.387,0.857,2.71,46,102,17,P
9,49,441,5.444,0.265,0.7440000000000001,1.6,117,328,73,P
9,43,387,4.7780000000000005,0.344,0.982,1.82,133,380,73,P
8,82,656,10.25,0.39799999999999996,0.951,2.51,261,624,104,P
5,34,170,6.8,0.22399999999999998,0.606,1.31,38,103,29,P
10,28,280,2.8,0.311,0.9570000000000001,1.78,87,268,49,P
11,252,2772,22.909000000000002,0.092,0.095,63.75,255,262,4,N
8,271,2168,33.875,0.217,0.7859999999999999,1.29,470,1704,364,P
7,13,91,1.857,0.33,0.9229999999999999,1.76,30,84,17,P
7,26,182,3.714,0.35200000000000004,1.0,1.36,64,182,47,P
7,63,441,9.0,0.317,0.991,1.71,140,437,82,P
7,16,112,2.286,0.28600000000000003,0.955,1.68,32,107,19,P
8,73,584,9.125,0.235,0.8029999999999999,1.47,137,469,93,P
10,50,500,5.0,0.326,0.868,2.01,163,434,81,P
19,462,8778,24.316,0.523,0.688,16.88,4591,6035,272,N
7,14,98,2.0,0.316,0.8270000000000001,1.94,31,81,16,P
5,7,35,1.4,0.5710000000000001,1.0,2.5,20,35,8,P
6,18,108,3.0,0.537,0.981,2.64,58,106,22,P
11,9,99,0.818,0.465,0.818,9.2,46,81,5,P
14,417,5838,29.785999999999998,0.359,0.5589999999999999,4.48,2094,3262,467,P
7,7,49,1.0,0.28600000000000003,1.0,1.27,14,49,11,P
6,104,624,17.333,0.23399999999999999,0.862,1.32,146,538,111,P
7,23,161,3.286,0.248,0.9440000000000001,1.21,40,152,33,P
8,20,160,2.5,0.39399999999999996,0.9440000000000001,2.25,63,151,28,P
31,1,31,0.032,1.0,1.0,31.0,31,31,1,N
8,10,80,1.25,0.375,0.85,1.88,30,68,16,P
10,11,110,1.1,0.42700000000000005,1.0,1.52,47,110,31,P
8,69,552,8.625,0.415,0.9840000000000001,2.16,229,543,106,P
12,84,1008,7.0,0.331,0.792,2.35,334,798,142,P
9,535,4815,59.443999999999996,0.146,0.634,1.32,704,3052,534,P
10,12,120,1.2,0.33299999999999996,0.958,1.82,40,115,22,P
6,8,48,1.3330000000000002,0.542,0.938,2.0,26,45,13,P
10,18,180,1.8,0.289,0.7440000000000001,2.6,52,134,20,P
8,15,120,1.875,0.292,0.8079999999999999,1.84,35,97,19,P
7,70,490,10.0,0.535,0.971,3.23,262,476,81,P
7,20,140,2.8569999999999998,0.25,0.657,1.46,35,92,24,P
8,124,992,15.5,0.42700000000000005,0.847,2.6,424,840,163,P
6,25,150,4.167,0.273,0.787,1.17,41,118,35,P
11,39,429,3.545,0.317,0.711,2.47,136,305,55,P
7,141,987,20.143,0.163,0.787,1.16,161,777,139,P
8,35,280,4.375,0.396,0.986,1.88,111,276,59,P
8,43,344,5.375,0.34,0.892,1.83,117,307,64,P
17,11,187,0.647,0.326,0.433,10.17,61,81,6,P
8,18,144,2.25,0.40299999999999997,0.8959999999999999,2.52,58,129,23,P
10,10,100,1.0,0.46,0.46,46.0,46,46,1,P
11,20,220,1.818,0.223,0.373,2.58,49,82,19,P
9,39,351,4.333,0.444,0.9229999999999999,2.74,156,324,57,P
2,46,92,23.0,0.511,0.5539999999999999,47.0,47,51,1,N
8,80,640,10.0,0.303,0.922,1.72,194,590,113,P
8,12,96,1.5,0.469,1.0,1.61,45,96,28,P
10,141,1410,14.1,0.23600000000000002,0.645,2.25,333,910,148,P
8,5,40,0.625,0.525,1.0,3.0,21,40,7,P
9,7,63,0.778,0.302,0.603,1.9,19,38,10,P
9,64,576,7.111000000000001,0.177,0.479,2.32,102,276,44,P
12,80,960,6.667000000000001,0.324,0.6729999999999999,2.45,311,646,127,P
25,291,7275,11.64,0.466,0.9570000000000001,7.34,3392,6963,462,P
8,21,168,2.625,0.41700000000000004,0.958,1.94,70,161,36,P
8,42,336,5.25,0.423,0.9790000000000001,2.37,142,329,60,P
8,21,168,2.625,0.28,0.9229999999999999,1.38,47,155,34,P
9,47,423,5.222,0.307,0.872,2.03,130,369,64,P
9,19,171,2.1109999999999998,0.667,0.895,7.6,114,153,15,P
9,17,153,1.889,0.608,0.856,7.15,93,131,13,P
5,43,215,8.6,0.33,0.8190000000000001,1.16,71,176,61,P
12,9,108,0.75,0.509,0.657,9.17,55,71,6,P
8,12,96,1.5,0.531,0.813,2.83,51,78,18,P
11,33,363,3.0,0.295,0.6940000000000001,1.98,107,252,54,P
9,37,333,4.111000000000001,0.228,0.586,1.27,76,195,60,P
8,43,344,5.375,0.37200000000000005,0.956,2.1,128,329,61,P
7,45,315,6.428999999999999,0.254,0.813,1.4,80,256,57,P
8,25,200,3.125,0.405,0.755,1.98,81,151,41,P
9,32,288,3.556,0.24,0.9129999999999999,1.5,69,263,46,P
1,196,196,196.0,0.98,1.0,64.0,192,196,3,N
10,93,930,9.3,0.268,0.784,1.78,249,729,140,P
4,25,100,6.25,0.28,0.71,1.33,28,71,21,P
13,369,4797,28.385,0.397,0.662,4.79,1906,3176,398,P
11,179,1969,16.273,0.33,0.733,2.88,650,1444,226,P
8,6,48,0.75,0.375,1.0,1.64,18,48,11,P
7,18,126,2.571,0.23800000000000002,0.7140000000000001,1.15,30,90,26,P
21,68,1428,3.238,0.052000000000000005,0.109,5.69,74,156,13,N
13,9,117,0.6920000000000001,0.402,0.684,3.36,47,80,14,P
9,66,594,7.332999999999999,0.32299999999999995,0.805,2.0,192,478,96,P
9,331,2979,36.778,0.195,0.78,1.29,582,2323,452,P
8,6,48,0.75,0.45799999999999996,0.833,2.75,22,40,8,P
2,45,90,22.5,0.078,0.9440000000000001,1.17,7,85,6,P
5,29,145,5.8,0.4,0.89,1.87,58,129,31,P
8,82,656,10.25,0.434,0.75,2.91,285,492,98,P
7,38,266,5.428999999999999,0.301,0.85,1.45,80,226,55,P
10,280,2800,28.0,0.35600000000000004,0.77,2.63,998,2157,380,P
7,19,133,2.714,0.662,0.91,5.18,88,121,17,P
5,82,410,16.4,0.361,0.802,2.11,148,329,70,P
7,11,77,1.571,0.377,0.948,1.38,29,73,21,P
8,15,120,1.875,0.25,0.8079999999999999,2.14,30,97,14,P
17,22,374,1.294,0.409,0.757,4.5,153,283,34,P
9,259,2331,28.778000000000002,0.18899999999999997,0.6970000000000001,1.31,441,1624,336,P
8,20,160,2.5,0.425,1.0,2.27,68,160,30,P
6,11,66,1.8330000000000002,0.318,0.7120000000000001,1.31,21,47,16,P
8,14,112,1.75,0.41100000000000003,0.991,2.56,46,111,18,P
9,534,4806,59.333,0.102,0.41700000000000004,1.4,491,2005,351,P
1,89,89,89.0,0.191,1.0,1.06,17,89,16,P
9,174,1566,19.333,0.15,0.738,1.22,235,1156,193,P
9,41,369,4.556,0.507,0.992,3.28,187,366,57,P
8,83,664,10.375,0.294,0.955,2.17,195,634,90,P
4,10,40,2.5,0.5,0.9,4.0,20,36,5,P
10,34,340,3.4,0.426,0.6559999999999999,3.02,145,223,48,P
7,62,434,8.857000000000001,0.18899999999999997,0.7559999999999999,1.28,82,328,64,P
8,7,56,0.875,0.446,0.768,3.13,25,43,8,P
11,184,2024,16.727,0.47100000000000003,0.885,4.48,954,1791,213,P
5,28,140,5.6,0.307,0.8140000000000001,1.3,43,114,33,P
14,18,252,1.286,0.159,0.607,3.33,40,153,12,P
9,536,4824,59.556000000000004,0.154,0.602,1.36,743,2904,547,P
13,228,2964,17.538,0.24,0.9329999999999999,3.02,710,2765,235,P
11,104,1144,9.455,0.36700000000000005,0.747,2.56,420,854,164,P
8,131,1048,16.375,0.24600000000000002,0.7959999999999999,1.46,258,834,177,P
7,60,420,8.571,0.28600000000000003,0.8859999999999999,1.5,120,372,80,P
7,63,441,9.0,0.33799999999999997,0.998,1.8,149,440,83,P
10,51,510,5.1,0.308,0.841,1.89,157,429,83,P
7,4,28,0.5710000000000001,0.321,1.0,3.0,9,28,3,P
1,45,45,45.0,0.9329999999999999,1.0,21.0,42,45,2,N
1,159,159,159.0,0.9940000000000001,1.0,158.0,158,159,1,N
8,46,368,5.75,0.391,0.951,1.85,144,350,78,P
7,19,133,2.714,0.34600000000000003,1.0,1.44,46,133,32,P
6,37,222,6.167000000000001,0.392,0.757,2.23,87,168,39,P
13,151,1963,11.615,0.302,0.726,2.59,593,1425,229,P
10,40,400,4.0,0.33799999999999997,0.878,1.9,135,351,71,P
7,7,49,1.0,0.306,0.898,1.36,15,44,11,P
14,300,4200,21.429000000000002,0.263,0.607,2.39,1106,2550,462,P
7,26,182,3.714,0.26899999999999996,0.929,1.23,49,169,40,P
34,1,34,0.028999999999999998,1.0,1.0,34.0,34,34,1,N
6,97,582,16.167,0.23199999999999998,0.852,1.55,135,496,87,P
6,81,486,13.5,0.282,0.852,1.26,137,414,109,P
8,102,816,12.75,0.212,0.884,1.25,173,721,138,P
7,11,77,1.571,0.312,0.8440000000000001,1.5,24,65,16,P
5,51,255,10.2,0.314,0.831,1.63,80,212,49,P
38,342,12996,9.0,0.275,0.466,12.99,3573,6053,275,P
6,106,636,17.667,0.129,0.835,1.14,82,531,72,P
7,1,7,0.14300000000000002,1.0,1.0,7.0,7,7,1,N
9,63,567,7.0,0.289,0.778,1.98,164,441,83,P
7,243,1701,34.714,0.21899999999999997,0.528,1.62,372,898,230,P
7,25,175,3.571,0.371,1.0,1.63,65,175,40,P
10,1,10,0.1,1.0,1.0,10.0,10,10,1,N
7,37,259,5.2860000000000005,0.301,0.691,1.81,78,179,43,P
13,354,4602,27.230999999999998,0.38,0.598,4.39,1749,2750,398,P
6,95,570,15.833,0.3,0.9109999999999999,1.64,171,519,104,P
7,34,238,4.857,0.252,1.0,1.43,60,238,42,P
12,40,480,3.333,0.46,0.5920000000000001,7.62,221,284,29,P
8,150,1200,18.75,0.205,0.628,1.32,246,753,187,P
8,13,104,1.625,0.35600000000000004,0.9420000000000001,1.76,37,98,21,P
7,9,63,1.286,0.46,0.889,2.42,29,56,12,P
8,1,8,0.125,1.0,1.0,8.0,8,8,1,N
7,28,196,4.0,0.306,0.847,1.58,60,166,38,P
27,320,8640,11.852,0.321,0.561,4.53,2774,4845,613,P
8,21,168,2.625,0.41100000000000003,0.9940000000000001,2.56,69,167,27,P
5,5,25,1.0,0.36,1.0,1.29,9,25,7,P
8,1,8,0.125,1.0,1.0,8.0,8,8,1,N
7,76,532,10.857000000000001,0.301,0.8590000000000001,1.38,160,457,116,P
9,12,108,1.3330000000000002,0.491,0.889,2.41,53,96,22,P
10,34,340,3.4,0.35600000000000004,0.7440000000000001,1.98,121,253,61,P
10,80,800,8.0,0.314,0.799,2.06,251,639,122,P
7,11,77,1.571,0.41600000000000004,0.961,1.6,32,74,20,P
9,71,639,7.888999999999999,0.294,0.762,2.16,188,487,87,P
7,75,525,10.714,0.156,0.758,1.28,82,398,64,P
8,148,1184,18.5,0.182,0.625,1.2,216,740,180,P
8,37,296,4.625,0.375,0.922,1.61,111,273,69,P
10,101,1010,10.1,0.466,0.893,3.02,471,902,156,P
10,53,530,5.3,0.294,0.8190000000000001,1.79,156,434,87,P
10,17,170,1.7,0.48200000000000004,0.759,6.83,82,129,12,P
7,23,161,3.286,0.09300000000000001,0.54,1.36,15,87,11,P
11,61,671,5.545,0.361,0.614,5.04,242,412,48,P
10,126,1260,12.6,0.46299999999999997,0.848,3.16,584,1068,185,P
10,29,290,2.9,0.307,0.855,1.85,89,248,48,P
37,101,3737,2.73,0.282,0.695,2.44,1053,2596,432,P
9,17,153,1.889,0.22899999999999998,0.5820000000000001,1.67,35,89,21,P
11,98,1078,8.908999999999999,0.397,0.778,2.61,428,839,164,P
9,43,387,4.7780000000000005,0.48100000000000004,0.953,3.15,186,369,59,P
12,85,1020,7.082999999999999,0.47600000000000003,0.614,5.4,486,626,90,P
1,62,62,62.0,0.9840000000000001,1.0,61.0,61,62,1,N
7,7,49,1.0,0.28600000000000003,0.5710000000000001,3.5,14,28,4,P
9,18,162,2.0,0.395,0.759,2.78,64,123,23,P
5,5,25,1.0,0.28,0.72,1.75,7,18,4,P
1,23,23,23.0,0.348,1.0,1.6,8,23,5,N
8,170,1360,21.25,0.27699999999999997,0.89,1.6,377,1210,236,P
7,136,952,19.429000000000002,0.18,0.775,1.2,171,738,142,P
6,11,66,1.8330000000000002,0.303,0.7120000000000001,1.54,20,47,13,P
11,45,495,4.091,0.267,0.733,2.0,132,363,66,P
9,82,738,9.111,0.245,0.562,1.48,181,415,122,P
9,154,1386,17.111,0.406,0.727,2.93,563,1008,192,P
6,81,486,13.5,0.282,0.932,1.34,137,453,102,P
1,35,35,35.0,0.2,1.0,1.17,7,35,6,P
7,389,2723,55.571000000000005,0.16699999999999998,0.584,1.19,455,1591,381,P
10,18,180,1.8,0.522,0.772,8.55,94,139,11,P
7,9,63,1.286,0.397,0.841,2.78,25,53,9,P
25,292,7300,11.68,0.47200000000000003,0.915,7.51,3448,6676,459,P
12,1,12,0.083,1.0,1.0,12.0,12,12,1,N
9,19,171,2.1109999999999998,0.386,0.912,2.2,66,156,30,P
8,35,280,4.375,0.382,1.0,2.02,107,280,53,P
8,12,96,1.5,0.43799999999999994,1.0,2.0,42,96,21,P
11,109,1199,9.908999999999999,0.23399999999999999,0.62,1.92,281,743,146,P
10,48,480,4.8,0.331,0.742,2.37,159,356,67,P
7,2,14,0.28600000000000003,0.857,0.857,12.0,12,12,1,P
16,227,3632,14.187999999999999,0.41,0.731,4.97,1490,2654,300,P
9,18,162,2.0,0.327,0.914,1.89,53,148,28,P
5,97,485,19.4,0.33399999999999996,0.831,1.98,162,403,82,P
12,73,876,6.082999999999999,0.257,0.591,2.14,225,518,105,P
7,36,252,5.143,0.302,0.873,1.36,76,220,56,P
8,25,200,3.125,0.31,0.67,1.63,62,134,38,P
10,272,2720,27.2,0.191,0.578,1.49,520,1571,348,P
12,58,696,4.833,0.34299999999999997,0.8029999999999999,3.85,239,559,62,P
9,180,1620,20.0,0.374,0.759,2.86,606,1230,212,P
10,236,2360,23.6,0.183,0.5720000000000001,1.31,432,1349,330,P
8,14,112,1.75,0.35700000000000004,0.67,2.0,40,75,20,P
6,13,78,2.167,0.308,0.9740000000000001,1.41,24,76,17,P
6,59,354,9.833,0.268,0.6920000000000001,1.27,95,245,75,P
9,37,333,4.111000000000001,0.39,0.8109999999999999,2.03,130,270,64,P
7,14,98,2.0,0.245,0.867,1.85,24,85,13,P
8,68,544,8.5,0.54,0.9740000000000001,3.03,294,530,97,P
6,29,174,4.833,0.293,0.92,1.5,51,160,34,P
8,64,512,8.0,0.301,0.857,1.93,154,439,80,P
8,54,432,6.75,0.183,0.7340000000000001,1.34,79,317,59,P
8,8,64,1.0,0.406,0.953,2.17,26,61,12,P
9,32,288,3.556,0.365,0.7809999999999999,2.23,105,225,47,P
8,70,560,8.75,0.371,0.9109999999999999,1.7,208,510,122,P
9,262,2358,29.111,0.08900000000000001,0.43,1.19,210,1015,176,P
11,19,209,1.7269999999999999,0.37799999999999995,0.9,1.93,79,188,41,P
9,32,288,3.556,0.292,0.826,1.53,84,238,55,P
11,271,2981,24.636,0.162,0.542,1.36,483,1616,355,P
9,148,1332,16.444000000000003,0.146,0.5579999999999999,1.17,195,743,167,P
10,20,200,2.0,0.4,0.605,3.48,80,121,23,P
9,16,144,1.778,0.375,1.0,2.08,54,144,26,P
7,32,224,4.571000000000001,0.33899999999999997,0.7859999999999999,1.46,76,176,52,P
6,13,78,2.167,0.37200000000000005,0.987,1.71,29,77,17,P
9,82,738,9.111,0.337,0.821,2.49,249,606,100,P
9,99,891,11.0,0.18899999999999997,0.745,1.4,168,664,120,P
7,100,700,14.286,0.294,0.633,1.67,206,443,123,P
10,44,440,4.4,0.318,0.87,1.75,140,383,80,P
9,47,423,5.222,0.371,0.865,2.75,157,366,57,P
8,14,112,1.75,0.321,0.938,1.71,36,105,21,P
8,190,1520,23.75,0.326,0.63,2.22,495,957,223,P
7,147,1029,21.0,0.215,0.956,1.28,221,984,173,P
15,1,15,0.067,1.0,1.0,15.0,15,15,1,N
13,38,494,2.923,0.312,0.955,3.42,154,472,45,P
5,13,65,2.6,0.262,0.6920000000000001,1.42,17,45,12,P
9,22,198,2.444,0.28800000000000003,0.818,2.48,57,162,23,P
6,28,168,4.667,0.292,0.875,1.29,49,147,38,P
10,18,180,1.8,0.5720000000000001,0.867,6.44,103,156,16,P
10,24,240,2.4,0.267,0.821,2.06,64,197,31,P
10,1,10,0.1,0.9,1.0,9.0,9,10,1,N
3,16,48,5.332999999999999,0.375,0.938,2.25,18,45,8,P
1,40,40,40.0,0.4,1.0,1.07,16,40,15,P
9,169,1521,18.778,0.34299999999999997,0.696,2.61,522,1058,200,P
7,14,98,2.0,0.28600000000000003,0.755,1.56,28,74,18,P
18,48,864,2.667,0.264,0.524,4.3,228,453,53,P
