FirstPerson,InnerThinking,ThinkPositive,ThinkNegative,ThinkAhead,ThinkBack,Reasoning,Share_SocTies,Direct_Activity,Interacting,Notifying,LinearGuidance,WordPicture,SpaceInterval,Motion,PastEvents,TimeInterval,ShiftingEvents,Text_Coverage,Genre,Counter,Corpus,class
0.04,2.18,0.49,2.63,0.99,0.9,1.97,1.27,0.04,0.25,3.2,4.68,6.66,1.64,0.7,2.67,1.56,0.9,32.77,6,163,1,106
0.0,4.12,1.26,1.61,1.3,0.82,3.08,3.6,0.3,0.35,3.82,2.73,2.43,0.69,0.22,0.82,1.39,0.78,29.32,2,66,1,102
0.13,1.55,0.47,1.12,0.43,0.82,1.68,1.16,0.13,0.65,2.33,4.09,11.25,2.72,1.25,3.19,0.99,0.82,34.78,10,390,1,110
0.0,2.35,0.31,0.93,1.81,0.22,2.35,1.02,0.18,0.04,2.61,3.14,3.19,0.4,0.0,1.02,1.15,0.89,21.61,9,872,2,209
0.96,1.84,0.74,0.66,0.7,0.13,1.71,0.79,0.09,0.44,3.02,2.32,4.34,1.93,1.01,1.75,1.58,1.18,25.19,5,636,2,205
0.0,1.16,0.78,0.43,1.68,0.65,1.55,3.23,0.26,0.0,3.53,2.07,4.7,0.99,0.65,1.34,1.9,0.6,25.52,8,291,1,108
4.33,2.93,1.13,1.49,1.31,1.04,3.3,1.76,0.41,0.63,2.39,5.91,5.37,2.03,0.63,2.84,0.99,1.08,39.57,10,392,1,110
0.04,1.31,0.42,1.23,0.81,0.64,1.06,1.31,0.04,0.04,2.59,4.2,6.02,0.55,0.42,3.77,1.7,1.14,27.29,1,20,1,101
1.14,2.48,0.97,0.76,1.22,0.59,2.31,1.81,0.08,0.97,2.44,6.43,3.78,0.76,0.25,2.9,1.81,1.47,32.17,7,195,1,107
0.0,2.74,0.9,2.43,1.21,1.03,3.46,3.06,0.22,0.31,2.47,3.15,3.28,0.67,0.09,1.89,1.71,0.81,29.43,1,4,1,101
0.0,2.32,0.54,1.83,1.47,0.27,3.08,3.13,0.49,0.18,4.73,4.02,7.5,0.8,0.09,0.71,2.77,0.4,34.33,9,341,1,109
0.31,3.43,1.23,1.23,1.36,0.79,2.51,2.07,0.26,2.29,2.68,6.16,6.78,1.8,1.45,2.64,1.72,1.23,39.94,13,948,2,213
0.47,2.15,0.27,1.49,0.74,0.04,2.04,2.11,0.23,0.12,2.5,2.82,3.41,0.86,0.08,1.06,1.02,0.39,21.8,9,868,2,209
0.21,2.39,1.34,1.34,0.55,0.5,2.26,1.76,0.17,0.25,2.73,3.9,3.77,0.84,0.92,1.47,1.34,0.92,26.66,3,80,1,103
0.45,4.36,0.72,2.52,1.62,0.99,3.96,3.19,0.0,0.45,2.92,3.19,2.43,0.76,0.31,1.12,2.11,0.81,31.91,7,200,1,107
0.09,3.02,0.61,2.19,1.31,0.66,2.4,2.23,0.52,0.39,4.06,4.55,6.91,0.48,0.61,1.27,0.96,0.44,32.7,6,685,2,206
3.74,3.74,1.16,1.46,1.16,0.42,3.2,1.04,0.27,3.47,1.54,9.13,3.89,1.12,0.58,2.89,0.54,0.54,39.89,14,971,2,214
0.47,2.61,1.11,0.77,0.51,0.6,2.27,1.41,0.21,0.69,2.19,4.07,10.37,1.37,0.6,2.1,0.73,0.81,32.89,3,578,2,203
0.13,3.33,1.05,3.5,0.84,0.29,2.87,2.32,0.21,0.13,2.74,3.92,7.12,1.14,0.55,0.63,0.88,0.46,32.11,6,642,2,206
0.0,1.83,0.49,1.38,2.56,0.2,1.71,2.44,0.2,0.0,3.01,2.48,7.77,1.95,0.04,1.02,1.83,0.45,29.36,8,284,1,108
0.22,2.97,0.39,0.79,1.0,0.92,1.75,0.66,0.04,1.09,1.57,7.56,10.27,3.28,0.74,4.24,1.35,1.09,39.93,13,455,1,113
0.09,1.45,0.72,1.49,1.07,0.3,3.37,3.16,0.3,0.6,2.35,4.48,6.87,0.81,0.09,1.71,1.45,0.51,30.82,9,856,2,209
0.0,3.39,0.98,1.78,1.74,0.49,2.54,3.79,0.13,0.85,3.97,4.14,3.74,0.85,0.18,0.76,1.34,0.58,31.25,7,218,1,107
0.42,2.81,0.84,1.59,0.46,0.63,2.81,2.14,0.08,0.38,2.81,6.04,4.99,0.88,0.34,1.8,1.13,0.67,30.82,7,703,2,207
1.15,3.62,2.18,1.11,0.9,0.99,2.8,1.23,0.16,1.27,2.26,10.07,4.44,1.36,1.15,3.95,0.74,1.36,40.74,15,498,1,115
0.0,2.47,0.18,1.53,0.49,0.81,2.52,0.81,0.13,0.13,3.01,3.19,6.61,2.83,0.63,1.93,1.75,1.62,30.64,6,162,1,106
0.31,2.33,0.9,0.94,1.71,0.04,3.99,3.46,0.49,0.45,4.26,3.32,2.11,0.36,0.0,0.67,1.12,0.76,27.22,9,810,2,209
1.22,2.05,0.44,1.48,0.78,0.7,2.53,1.44,0.04,1.18,1.87,3.7,6.27,1.66,0.26,3.27,1.48,1.18,31.55,7,755,2,207
0.86,2.42,1.23,0.53,0.7,0.66,2.1,2.1,0.16,0.45,2.75,3.57,7.35,0.86,0.33,1.4,1.48,0.37,29.32,6,660,2,206
0.09,4.27,1.91,2.68,1.82,0.32,3.18,3.0,0.36,0.18,3.05,3.23,5.95,0.82,0.41,1.05,2.05,0.82,35.19,6,148,1,106
0.56,2.39,0.87,1.48,1.35,0.95,2.82,1.13,0.13,0.43,2.43,8.77,5.69,1.48,0.74,3.69,1.52,1.43,37.86,14,487,1,114
0.09,1.72,0.62,0.7,2.15,0.66,1.23,2.24,0.48,0.0,2.11,5.23,5.01,0.75,0.35,2.55,1.63,0.79,28.31,1,1,1,101
0.12,1.25,0.32,0.08,2.02,0.08,1.37,4.41,0.12,0.12,2.18,2.67,2.99,0.69,0.16,1.05,1.7,0.4,21.73,8,273,1,108
0.5,1.42,0.19,0.04,0.77,0.12,1.3,1.0,0.46,0.08,3.11,2.15,0.54,1.15,0.23,0.81,0.46,0.5,14.83,9,807,2,209
0.04,3.57,1.03,0.94,1.47,0.31,4.19,2.5,0.67,1.92,2.05,2.01,6.73,2.36,1.25,1.38,1.69,0.94,35.05,5,124,1,105
0.0,2.37,0.54,1.2,0.66,0.5,3.32,1.29,0.21,0.62,2.78,4.11,4.65,0.62,0.66,1.24,1.2,0.71,26.68,6,653,2,206
4.69,3.81,0.89,1.27,1.35,0.63,2.41,1.9,0.3,2.54,1.86,6.17,4.14,1.18,0.3,1.56,1.4,1.4,37.8,11,404,1,111
0.38,2.26,0.6,0.47,0.9,0.51,2.0,0.68,0.0,0.72,1.71,7.16,8.87,3.54,0.68,3.24,0.94,1.24,35.9,10,387,1,110
0.04,3.6,1.14,1.98,1.23,0.04,3.16,3.91,0.18,0.31,3.25,5.67,2.81,0.75,0.22,0.7,1.01,0.75,30.75,7,245,1,107
0.31,2.66,0.13,1.4,1.4,0.87,1.83,0.74,0.09,0.22,1.92,6.5,6.89,3.45,0.96,5.93,1.27,1.79,38.36,11,409,1,111
1.77,4.76,1.13,1.33,1.41,0.4,3.95,1.57,0.16,2.22,1.82,5.61,3.87,1.29,0.48,1.98,1.01,1.01,35.77,11,411,1,111
0.0,3.3,0.04,0.39,1.91,0.26,2.78,1.65,0.48,1.78,3.04,1.43,6.68,1.26,0.48,2.82,0.74,0.26,29.3,8,781,2,208
0.26,2.15,0.39,0.61,2.28,0.75,1.93,1.84,0.44,0.35,2.54,5.79,3.16,0.75,0.35,1.54,1.8,0.96,27.89,1,5,1,101
0.0,2.86,1.25,1.12,0.81,0.27,3.18,3.44,0.13,0.18,2.59,1.57,5.77,0.4,0.54,3.04,1.97,0.54,29.66,7,742,2,207
0.41,2.96,0.87,1.46,1.64,0.32,3.05,3.19,0.46,0.59,3.55,3.6,3.87,0.68,0.14,1.28,1.68,0.36,30.11,7,231,1,107
0.08,3.46,0.67,1.01,1.18,0.13,2.15,2.19,0.08,0.34,2.57,5.53,5.4,0.76,0.08,1.39,1.64,0.59,29.25,4,600,2,204
0.26,2.62,1.5,0.34,0.69,0.17,2.02,1.55,0.13,0.13,2.06,4.73,7.31,1.38,0.34,1.72,0.73,0.69,28.37,5,608,2,205
0.0,2.26,0.31,0.89,1.11,0.75,2.97,3.5,0.04,0.27,3.23,3.46,4.47,0.44,0.22,1.73,1.15,0.89,27.69,7,707,2,207
0.35,2.21,0.65,1.38,1.64,0.43,2.9,2.38,0.04,0.61,2.25,6.75,5.84,1.04,0.52,1.64,1.73,0.95,33.31,1,502,2,201
0.0,3.14,0.78,2.27,1.05,0.83,4.01,3.75,0.52,1.22,2.4,4.27,4.49,0.61,0.26,1.74,1.26,0.74,33.34,7,212,1,107
0.0,3.4,0.59,1.4,2.94,0.63,2.17,1.99,0.14,0.14,3.08,2.67,5.16,1.18,0.45,0.91,1.31,0.81,28.97,1,8,1,101
0.57,2.32,0.69,0.98,1.75,1.06,1.71,2.16,0.49,0.53,3.38,2.89,4.23,0.77,0.33,1.14,0.98,0.73,26.71,8,277,1,108
0.0,3.88,0.41,2.3,1.44,0.59,2.21,3.02,0.45,0.05,3.38,2.48,4.38,0.9,0.18,1.67,1.49,0.14,28.97,9,302,1,109
0.04,1.64,0.78,0.9,2.5,0.69,1.98,2.24,0.17,0.09,2.41,6.16,5.04,0.78,0.09,1.51,1.46,0.82,29.3,1,518,2,201
0.0,1.34,0.94,0.67,1.34,0.63,1.48,2.33,0.04,0.0,3.31,2.37,6.8,0.81,0.63,2.15,2.19,0.76,27.79,9,862,2,209
5.14,2.48,0.77,0.77,1.63,0.81,3.08,1.2,0.47,1.54,2.31,4.28,5.09,0.9,0.3,2.27,1.58,0.9,35.52,7,748,2,207
0.21,2.55,0.81,1.1,0.72,0.64,3.91,2.76,0.17,0.3,4.46,4.5,2.76,0.55,0.04,1.32,1.23,0.42,28.45,7,741,2,207
0.42,2.36,0.3,1.98,0.97,0.89,2.07,1.82,0.34,1.18,1.86,6.42,6.46,2.28,0.68,4.31,1.06,0.72,36.12,10,384,1,110
0.0,2.39,0.46,0.67,1.3,0.38,1.93,2.6,0.21,0.0,2.3,3.73,1.84,0.38,0.0,2.01,1.47,0.42,22.09,8,280,1,108
0.88,3.18,0.35,1.77,1.77,0.22,2.52,2.34,0.66,1.5,3.05,2.25,4.32,1.32,0.44,1.02,1.63,0.57,29.79,2,560,2,202
0.0,3.08,0.73,1.54,0.98,0.09,2.7,1.97,0.21,2.05,2.57,4.84,5.22,0.43,0.26,1.07,1.93,0.64,30.31,6,675,2,206
1.18,2.45,1.27,1.97,0.61,1.4,2.58,1.0,0.31,0.52,2.8,4.24,6.55,1.79,0.22,3.23,1.18,1.27,34.57,7,264,1,107
0.57,3.85,0.7,1.88,0.61,0.44,3.72,2.06,0.17,0.09,2.84,4.55,3.81,0.35,0.35,1.57,1.05,0.35,28.96,9,360,1,109
0.31,2.84,0.74,1.27,1.88,0.65,4.06,2.62,1.0,0.0,3.58,2.36,2.44,0.57,0.09,1.4,1.48,0.7,27.99,9,365,1,109
0.76,5.46,1.03,3.45,1.48,0.45,4.21,3.04,0.67,0.58,4.07,5.01,0.94,0.76,0.09,1.92,0.89,0.94,35.75,9,346,1,109
0.0,2.95,0.62,1.72,1.98,0.44,2.6,3.13,0.31,0.18,2.86,3.74,3.61,0.66,0.4,1.23,1.1,0.66,28.19,2,51,1,102
0.4,2.82,1.06,2.42,1.45,1.06,3.13,1.15,0.13,0.84,2.91,9.26,8.07,2.03,0.71,4.32,1.1,0.75,43.61,14,964,2,214
0.29,2.99,1.21,0.91,1.16,1.0,3.24,1.91,0.46,0.46,2.08,5.36,3.53,0.71,0.79,1.5,2.04,1.04,30.68,5,641,2,205
0.86,3.23,0.86,0.86,0.74,0.86,2.25,0.53,0.25,1.19,2.04,9.77,7.44,2.78,0.78,2.98,1.88,1.51,40.81,13,460,1,113
0.13,1.09,0.21,1.18,0.84,0.42,1.26,1.14,0.5,0.08,2.27,4.21,7.32,1.51,0.29,2.52,1.51,1.26,27.74,1,19,1,101
0.0,1.44,0.87,1.0,1.39,0.44,1.83,2.44,0.04,0.0,2.35,4.4,7.85,1.57,0.65,1.31,1.26,0.78,29.62,7,695,2,207
0.12,2.57,1.06,0.98,1.23,0.82,2.61,1.43,0.12,0.45,3.19,4.25,4.82,0.94,0.74,1.55,0.74,0.69,28.31,3,72,1,103
0.91,3.25,0.74,1.3,1.78,1.34,2.25,1.04,0.13,1.73,2.82,10.36,4.68,1.69,0.56,3.29,1.43,1.3,40.6,11,421,1,111
0.17,2.54,0.43,2.02,1.34,0.69,1.64,0.86,0.22,0.65,1.98,6.42,6.2,3.23,0.99,4.78,1.12,0.73,36.01,13,448,1,113
1.47,3.27,0.42,0.84,1.72,0.42,3.86,2.05,0.34,1.05,2.94,7.17,5.87,0.63,0.04,2.05,0.92,0.92,35.98,6,678,2,206
0.04,4.13,0.55,2.06,1.94,0.76,2.49,4.13,0.21,0.13,2.53,5.18,1.47,0.59,0.21,1.22,0.88,0.84,29.36,6,682,2,206
1.83,4.16,1.45,1.7,1.37,1.16,3.45,1.16,0.12,1.79,2.29,9.93,4.78,1.25,0.25,2.87,1.29,0.87,41.72,10,881,2,210
0.17,2.26,0.67,0.54,1.46,0.25,1.75,2.46,0.17,0.13,2.97,4.8,5.43,0.84,0.67,1.09,1.8,0.63,28.09,8,786,2,208
0.09,1.13,0.39,0.74,2.43,0.43,1.52,2.04,0.3,0.04,3.04,7.03,6.46,0.48,0.3,1.48,1.91,0.61,30.42,1,520,2,201
1.07,2.19,0.73,1.72,1.33,1.25,2.88,0.95,0.17,1.29,1.72,5.63,8.51,2.53,1.33,3.61,1.42,0.95,39.28,14,990,2,214
0.22,3.21,1.0,1.69,1.0,0.48,2.95,1.22,0.35,0.74,2.95,4.91,7.86,2.43,0.48,3.21,1.09,1.17,36.96,10,378,1,110
0.0,3.11,1.62,1.11,1.41,0.13,3.11,4.68,0.13,0.26,3.02,3.83,4.86,0.51,0.04,0.98,1.02,0.21,30.03,7,246,1,107
0.0,1.17,0.25,1.55,0.75,0.08,1.71,1.76,0.17,0.04,2.72,4.97,4.55,0.63,0.33,1.13,1.13,0.08,23.02,8,784,2,208
1.19,3.01,1.02,2.51,1.4,0.38,3.01,2.76,0.34,0.81,2.93,4.54,6.58,0.81,0.34,0.72,1.27,0.76,34.38,2,553,2,202
0.0,2.76,0.5,1.08,0.81,1.36,1.36,1.45,0.0,0.18,2.94,3.43,9.85,2.3,0.72,3.52,1.31,1.04,34.61,11,919,2,211
1.99,3.33,1.51,1.47,1.47,0.22,2.59,4.76,0.17,1.95,1.99,4.84,4.5,0.99,0.39,1.34,1.51,0.61,35.63,4,94,1,104
0.0,1.03,0.47,2.93,0.82,0.34,2.11,2.85,0.09,0.3,2.03,3.97,6.43,1.51,0.43,2.2,1.81,0.95,30.27,9,853,2,209
0.3,1.94,0.42,1.56,1.69,0.38,2.28,2.28,0.38,0.21,2.28,4.48,3.25,0.68,0.17,2.16,1.14,0.8,26.4,1,27,1,101
0.0,3.09,0.22,0.35,0.74,0.78,2.52,1.13,0.26,0.22,3.26,2.26,1.78,0.39,0.04,1.39,1.3,0.48,20.21,9,308,1,109
0.04,1.2,0.34,0.56,1.63,0.09,1.93,2.11,0.17,0.09,2.62,1.63,5.85,0.6,0.04,2.36,1.76,0.56,23.58,8,776,2,208
0.17,3.81,1.09,0.17,1.49,0.57,2.01,1.66,0.35,1.18,2.45,4.11,5.42,0.79,0.17,2.19,1.36,0.96,29.95,5,110,1,105
0.09,2.44,0.67,1.95,0.98,0.89,1.86,2.17,0.13,0.09,2.48,4.17,4.04,1.11,0.98,3.41,1.91,0.89,30.26,7,729,2,207
0.09,2.02,1.68,1.81,0.73,0.64,2.79,2.06,0.26,0.17,2.75,5.25,6.58,1.59,0.56,2.67,1.46,0.86,33.97,10,902,2,210
0.0,2.1,0.3,2.48,1.75,0.86,1.93,2.23,0.26,0.09,2.01,4.28,5.73,0.81,0.21,1.63,1.8,0.86,29.33,1,544,2,201
0.0,1.44,0.16,0.82,0.62,0.49,2.06,0.74,0.12,0.0,2.72,2.51,2.47,0.74,0.12,1.4,0.95,0.33,17.69,9,802,2,209
0.0,2.77,0.5,1.68,1.77,0.82,2.54,2.59,0.0,0.09,3.04,2.68,2.72,0.54,0.18,2.18,0.73,0.68,25.51,9,845,2,209
0.04,4.01,0.65,0.6,0.91,0.73,3.88,2.5,0.04,0.13,3.79,3.97,1.98,0.82,0.17,1.51,1.55,0.73,28.01,7,713,2,207
0.17,1.7,1.02,0.72,1.7,0.47,2.17,2.51,0.09,0.38,3.24,4.01,5.5,0.51,0.21,2.22,1.19,0.89,28.7,2,56,1,102
1.55,3.63,0.53,1.8,1.43,0.57,3.18,1.31,0.08,1.96,1.51,9.47,4.24,1.71,0.82,2.98,0.82,0.86,38.45,13,442,1,113
2.82,3.87,0.3,1.28,0.86,0.26,2.93,1.84,0.38,3.08,1.73,10.71,3.68,1.47,0.86,1.54,0.53,0.56,38.7,11,923,2,211
1.21,2.42,1.29,0.58,1.09,0.25,2.38,1.29,0.13,0.33,3.13,6.81,5.6,1.21,1.67,2.21,1.88,0.92,34.4,5,606,2,205
0.0,0.73,1.16,0.04,1.29,0.17,0.77,1.63,0.21,0.0,2.45,2.32,7.13,0.39,0.56,1.12,3.57,0.34,23.88,8,292,1,108
0.0,2.42,0.27,1.84,1.39,0.85,1.84,1.08,0.13,0.18,2.56,4.98,6.78,3.05,0.67,4.76,1.21,0.94,34.95,9,349,1,109
0.04,3.65,0.76,0.58,0.98,0.89,2.8,1.78,0.22,0.04,3.16,3.38,3.56,0.8,0.31,1.73,1.91,0.8,27.39,9,348,1,109
0.0,1.95,0.35,0.56,0.91,0.48,1.95,2.69,0.22,0.52,2.64,2.43,3.25,0.87,0.17,2.64,1.56,0.48,23.67,9,320,1,109
0.0,3.25,1.28,0.73,1.46,0.32,2.65,4.81,0.09,0.37,3.16,3.43,5.17,0.46,0.09,0.87,1.6,0.59,30.33,9,343,1,109
0.13,1.77,0.65,0.35,0.99,0.35,1.94,1.29,0.35,0.17,3.02,4.88,4.36,0.56,0.22,3.37,1.73,0.86,26.99,5,620,2,205
0.22,1.85,0.65,2.11,0.95,0.26,1.47,2.24,0.17,0.17,3.36,4.14,7.11,0.39,0.56,1.25,1.81,0.43,29.14,9,849,2,209
0.26,1.58,0.98,2.6,1.06,0.38,2.43,3.32,0.21,0.89,2.34,6.09,5.28,0.94,0.43,2.21,1.23,0.94,33.17,6,151,1,106
5.24,2.72,0.77,2.03,0.93,0.57,3.17,1.22,0.2,1.79,2.11,8.17,5.81,1.58,0.77,1.83,0.98,1.06,40.95,12,932,2,212
0.04,2.19,1.33,1.49,0.66,0.37,1.7,2.61,0.08,0.29,2.61,5.18,6.0,0.99,0.21,1.66,1.16,0.87,29.44,3,585,2,203
0.04,1.68,0.46,2.01,0.63,0.55,2.39,2.69,0.17,0.42,2.69,2.52,6.13,1.76,0.84,1.76,2.73,0.5,29.97,6,689,2,206
2.51,3.54,0.62,0.45,1.07,0.16,2.56,1.44,0.33,1.85,2.27,3.71,7.42,2.1,1.44,0.87,0.99,1.44,34.77,6,686,2,206
0.0,1.07,0.62,1.64,1.64,0.62,1.64,2.98,0.4,0.0,2.58,2.4,3.6,0.75,0.22,0.84,2.0,0.22,23.22,8,775,2,208
0.9,2.48,0.56,0.73,1.2,0.34,2.1,1.03,0.3,0.26,3.04,3.17,6.85,1.33,0.3,1.54,1.46,1.07,28.66,1,30,1,101
0.0,2.36,0.7,0.41,0.95,0.54,2.15,1.57,0.04,0.04,2.48,2.94,6.45,1.65,0.37,2.77,1.03,0.58,27.03,5,627,2,205
0.0,2.35,1.08,1.08,1.13,0.36,2.75,1.71,0.14,0.36,3.38,2.21,4.47,0.45,0.05,0.32,0.95,0.63,23.42,6,185,1,106
0.21,3.13,0.52,0.99,0.69,0.69,2.58,1.07,0.13,0.99,1.89,7.77,9.79,3.65,1.03,3.91,1.16,1.16,41.36,10,896,2,210
0.13,1.47,0.71,1.34,1.26,0.42,1.72,1.68,0.13,0.13,2.43,5.75,8.18,0.67,0.13,2.43,0.97,0.63,30.18,1,526,2,201
0.04,1.75,0.44,3.72,0.7,0.92,2.23,3.06,0.13,0.22,3.19,2.41,3.5,1.27,0.13,1.05,2.14,0.26,27.16,8,770,2,208
0.0,3.45,0.79,2.1,1.44,0.79,3.1,1.79,0.13,0.44,2.45,4.77,6.17,1.09,0.74,1.57,1.31,1.01,33.14,2,58,1,102
1.51,3.02,0.6,2.41,1.59,0.43,2.37,2.93,0.09,0.22,3.53,3.4,5.08,1.46,0.6,2.41,1.68,1.03,34.36,6,647,2,206
0.0,3.09,0.62,0.84,1.02,0.18,2.43,1.59,0.57,1.77,3.31,2.39,5.21,1.15,0.8,1.06,1.19,0.71,27.93,5,138,1,105
0.04,2.39,1.13,1.35,1.17,0.87,1.48,1.65,0.09,0.35,1.87,4.92,8.09,1.74,0.39,2.65,1.13,0.74,32.05,7,239,1,107
0.12,0.9,0.43,0.16,2.89,0.16,1.17,4.5,0.04,0.0,2.58,1.76,2.62,0.23,0.0,1.21,1.29,0.39,20.45,8,286,1,108
2.29,2.2,0.69,1.51,0.69,0.99,1.47,1.47,0.3,1.08,2.2,5.39,9.37,1.55,0.73,2.89,0.65,0.99,36.46,13,454,1,113
0.43,2.07,0.95,1.59,1.08,0.52,2.33,3.62,0.3,0.04,2.28,4.57,4.78,0.65,0.26,2.2,0.6,0.6,28.87,6,668,2,206
1.35,1.6,0.38,0.93,1.14,0.34,1.47,0.59,0.46,1.3,1.81,6.94,6.56,3.74,0.84,3.45,0.84,1.14,34.88,11,408,1,111
0.9,2.58,0.65,0.86,2.28,0.47,2.02,1.55,0.26,0.22,2.28,6.2,3.23,1.08,0.43,1.55,1.46,1.25,29.27,1,509,2,201
0.09,2.61,1.32,0.9,1.58,0.34,1.79,3.42,0.68,0.13,3.2,3.67,4.53,0.73,0.09,1.28,2.73,0.98,30.07,4,97,1,104
1.35,3.06,0.7,0.96,1.49,0.52,1.35,1.57,0.22,1.31,2.93,2.49,5.5,2.36,0.79,2.1,1.14,0.87,30.71,5,639,2,205
0.31,3.56,0.48,1.28,1.36,0.7,3.08,0.79,0.26,1.85,2.37,7.04,4.84,2.68,0.48,3.08,1.58,1.36,37.1,15,495,1,115
0.0,3.9,0.57,0.57,1.62,0.18,3.77,3.99,0.44,0.26,3.03,3.25,3.82,0.7,0.04,1.36,1.93,1.01,30.44,6,665,2,206
1.03,2.75,0.77,0.17,0.51,0.39,2.32,1.24,0.09,0.82,3.13,3.99,5.28,1.16,0.43,1.89,0.9,0.9,27.77,9,857,2,209
0.69,2.49,0.56,1.8,1.25,0.52,2.92,1.85,0.56,1.25,2.84,2.71,5.03,1.07,0.34,1.29,0.99,0.52,28.68,2,562,2,202
0.26,3.43,0.31,0.57,1.41,0.66,2.9,2.24,0.44,0.13,2.86,6.03,3.74,0.92,1.28,1.1,1.85,0.7,30.83,7,198,1,107
0.21,2.72,1.57,0.81,0.81,0.64,2.21,1.57,0.17,0.47,2.93,5.86,6.71,1.36,1.4,1.87,1.7,0.93,33.94,3,79,1,103
0.09,2.17,0.51,1.49,1.36,0.68,2.64,2.3,0.3,0.17,2.34,5.45,8.73,0.72,0.34,1.53,2.09,0.77,33.68,1,505,2,201
0.5,2.89,0.38,2.51,1.26,0.92,3.01,1.17,0.29,1.59,1.76,7.33,8.08,2.18,1.09,3.93,1.26,1.0,41.15,12,933,2,212
0.08,3.08,2.13,2.13,0.74,0.57,2.71,2.87,0.08,0.37,2.75,4.1,4.96,0.66,0.9,1.64,1.31,0.98,32.06,3,77,1,103
0.17,4.84,0.3,1.53,1.19,0.3,3.99,0.76,0.38,0.68,2.51,7.26,6.67,2.59,0.89,0.98,1.27,1.53,37.84,14,988,2,214
0.89,2.93,0.42,1.27,0.55,0.59,3.06,1.78,0.21,0.25,2.8,5.06,9.64,2.89,1.36,3.1,1.23,0.51,38.54,7,193,1,107
0.04,2.82,0.76,1.88,1.39,0.63,2.64,3.27,0.13,0.09,3.04,2.51,4.07,0.89,0.4,1.52,1.61,0.89,28.58,2,45,1,102
0.31,3.33,1.49,2.41,1.23,1.1,4.34,1.4,0.09,0.96,2.81,6.23,4.56,0.57,0.22,2.76,0.79,1.14,35.74,14,479,1,114
0.22,3.93,1.04,2.25,1.47,1.21,4.06,1.77,0.26,2.03,1.9,5.36,4.28,1.04,0.86,2.55,1.43,1.04,36.7,14,985,2,214
0.13,2.61,2.35,1.65,0.57,0.44,1.44,2.48,0.09,0.09,1.65,3.87,11.84,1.39,0.3,3.13,1.83,0.91,36.77,5,637,2,205
0.25,2.85,0.95,0.78,0.99,0.21,2.07,1.82,0.17,0.29,2.73,3.97,6.36,0.37,0.58,1.82,1.53,0.95,28.69,1,538,2,201
0.04,1.72,0.34,1.12,1.55,0.9,1.68,2.84,0.17,0.17,2.84,5.03,5.85,0.65,0.17,2.32,1.94,0.82,30.15,1,3,1,101
1.39,2.71,0.68,1.27,0.68,0.52,2.07,1.04,0.24,1.67,1.43,10.2,7.61,1.91,0.6,3.15,0.92,0.88,38.97,10,875,2,210
0.54,3.13,0.41,1.24,0.49,1.28,3.38,1.24,0.41,1.44,2.02,9.72,4.53,1.77,0.54,3.17,0.7,1.11,37.12,11,909,2,211
1.99,3.31,0.55,1.19,1.53,0.51,2.75,0.97,0.17,0.93,3.14,8.14,3.31,0.93,0.68,2.12,1.31,0.64,34.17,1,514,2,201
0.46,3.44,1.33,2.02,1.56,0.32,2.2,2.71,0.18,0.55,3.12,4.41,6.47,0.6,0.09,1.42,1.47,0.83,33.18,7,215,1,107
0.0,2.63,1.49,1.01,0.83,0.48,2.14,2.28,0.18,0.0,4.29,4.03,1.79,0.31,0.04,1.01,1.53,0.35,24.39,9,319,1,109
0.04,3.57,0.81,0.89,0.76,0.51,3.02,2.42,0.13,0.25,2.34,4.38,5.52,0.68,0.13,2.46,1.78,0.81,30.5,9,844,2,209
0.85,2.63,0.85,0.89,0.59,0.76,2.5,1.19,0.13,0.98,2.37,6.11,7.34,1.7,1.23,3.22,0.98,0.81,35.13,10,885,2,210
0.0,3.23,1.15,1.51,1.37,2.3,3.28,1.51,0.0,0.89,2.79,8.02,6.82,1.46,0.4,3.5,0.84,1.11,40.18,11,910,2,211
0.09,3.31,0.3,0.77,1.25,0.47,2.58,3.09,0.0,0.43,3.05,3.69,2.06,0.6,0.17,0.86,1.25,0.39,24.36,4,599,2,204
0.17,3.71,0.98,1.66,0.72,1.11,3.54,1.45,0.17,0.34,1.62,5.54,11.89,2.94,1.02,3.15,0.9,0.94,41.85,13,944,2,213
0.09,3.04,1.26,1.78,1.39,0.39,2.3,2.0,0.22,0.3,1.74,5.91,5.26,0.83,0.26,3.3,1.26,0.78,32.11,7,247,1,107
0.04,2.57,0.41,1.04,1.08,0.33,2.32,2.24,0.29,0.0,2.61,1.16,5.51,0.83,0.21,1.12,0.58,0.5,22.84,9,372,1,109
0.49,3.25,0.41,2.1,1.07,0.25,3.29,1.93,1.65,2.39,3.17,4.28,4.2,0.7,0.9,1.19,1.77,1.07,34.11,15,996,2,215
0.0,1.94,0.56,1.08,1.64,0.3,2.72,2.85,0.82,0.0,2.77,2.77,2.55,0.3,0.17,0.95,1.73,0.09,23.24,8,791,2,208
0.0,2.25,0.68,0.47,0.85,0.08,1.15,0.72,1.74,2.25,2.33,1.32,11.88,1.87,1.15,1.02,0.98,0.59,31.33,5,119,1,105
0.22,2.29,2.81,2.38,1.12,0.3,2.55,4.75,0.26,0.3,2.29,4.36,2.81,0.6,0.35,1.3,1.25,0.17,30.11,4,601,2,204
