loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,locCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,class
33.0,6.0,1.0,3.0,95.0,518.65,0.09,11.43,45.38,5927.38,0.17,329.3,30,0,1,0,16,28,55,40,9,True
63.0,19.0,13.0,12.0,256.0,1466.35,0.02,49.11,29.86,72013.96,0.49,4000.78,54,1,5,1,26,27,154,102,37,True
4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2,0,0,0,3,2,3,2,1,False
11.0,3.0,3.0,2.0,24.0,101.95,0.13,7.71,13.22,786.47,0.03,43.69,7,0,2,0,12,7,15,9,5,False
54.0,13.0,12.0,8.0,171.0,944.53,0.04,24.75,38.16,23377.1,0.31,1298.73,39,5,6,2,18,28,94,77,25,False
11.0,2.0,1.0,2.0,23.0,94.01,0.16,6.42,14.65,603.24,0.03,33.51,9,0,0,0,11,6,16,7,3,False
7.0,1.0,1.0,1.0,21.0,75.28,0.4,2.5,30.11,188.21,0.03,10.46,4,0,1,0,4,8,11,10,1,False
48.0,16.0,16.0,15.0,120.0,610.5,0.06,17.5,34.89,10683.67,0.2,593.54,24,17,4,1,14,20,70,50,31,False
15.0,5.0,1.0,2.0,52.0,208.0,0.06,17.5,11.89,3640.0,0.07,202.22,11,0,2,0,10,6,31,21,9,False
21.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,False
130.0,28.0,24.0,9.0,475.0,2891.54,0.03,35.63,81.17,103011.29,0.96,5722.85,91,18,18,1,20,48,304,171,55,True
28.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,7,True
30.0,5.0,1.0,1.0,84.0,343.35,0.03,38.4,8.94,13184.52,0.11,732.47,22,1,4,0,12,5,52,32,9,False
11.0,4.0,1.0,3.0,32.0,135.93,0.13,7.78,17.48,1057.26,0.05,58.74,8,0,1,0,10,9,18,14,7,False
20.0,2.0,1.0,2.0,47.0,206.44,0.13,7.5,27.53,1548.29,0.07,86.02,17,0,1,0,9,12,27,20,3,False
225.0,43.0,1.0,35.0,737.0,4807.87,0.01,76.45,62.89,367569.05,1.6,20420.5,191,8,14,6,30,62,421,316,77,False
5.0,1.0,1.0,1.0,7.0,19.65,0.4,2.5,7.86,49.13,0.01,2.73,2,0,1,0,5,2,5,2,1,True
25.0,4.0,1.0,4.0,53.0,262.57,0.1,10.13,25.91,2660.73,0.09,147.82,21,0,0,0,16,15,34,19,5,False
4.0,1.0,1.0,1.0,6.0,15.51,0.5,2.0,7.75,31.02,0.01,1.72,2,0,0,0,4,2,4,2,1,False
16.0,3.0,1.0,3.0,48.0,217.13,0.1,10.08,21.53,2189.4,0.07,121.63,12,0,2,0,11,12,26,22,5,False
4.0,1.0,1.0,1.0,6.0,15.51,0.5,2.0,7.75,31.02,0.01,1.72,2,0,0,0,4,2,4,2,1,False
47.0,2.0,1.0,1.0,131.0,682.44,0.07,15.22,44.85,10384.93,0.23,576.94,33,3,7,0,14,23,81,50,3,False
80.0,11.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,21,True
47.0,5.0,4.0,5.0,86.0,433.82,0.07,14.0,30.99,6073.45,0.14,337.41,29,7,7,2,14,19,48,38,9,False
6.0,1.0,1.0,1.0,21.0,77.71,0.23,4.29,18.13,333.04,0.03,18.5,4,0,0,0,6,7,11,10,1,False
105.0,10.0,4.0,7.0,393.0,2512.18,0.03,31.78,79.05,79836.25,0.84,4435.35,86,1,16,0,25,59,243,150,19,False
12.0,2.0,1.0,2.0,39.0,173.92,0.1,10.2,17.05,1773.96,0.06,98.55,5,0,3,2,12,10,22,17,3,False
28.0,7.0,6.0,4.0,113.0,613.17,0.06,17.64,34.76,10816.28,0.2,600.9,21,0,5,0,18,25,64,49,13,False
4.0,1.0,1.0,1.0,6.0,15.51,0.5,2.0,7.75,31.02,0.01,1.72,2,0,0,0,4,2,4,2,1,False
156.0,22.0,15.0,16.0,458.0,2768.33,0.02,59.8,46.29,165546.28,0.92,9197.02,114,12,25,1,26,40,274,184,42,True
4.0,1.0,1.0,1.0,11.0,34.87,0.5,2.0,17.43,69.74,0.01,3.87,2,0,0,0,4,5,6,5,1,False
29.0,3.0,1.0,3.0,87.0,408.94,0.06,15.43,26.51,6309.33,0.14,350.52,20,2,3,2,12,14,51,36,5,True
22.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,9,False
5.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2,0,1,0,3,2,3,2,1,False
13.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,False
6.0,1.0,1.0,1.0,14.0,46.51,0.33,3.0,15.5,139.52,0.02,7.75,3,0,1,0,5,5,8,6,1,True
74.0,1.0,1.0,1.0,333.0,1839.35,0.04,22.63,81.28,41621.78,0.61,2312.32,57,0,14,1,11,35,189,144,1,False
29.0,6.0,1.0,5.0,57.0,242.13,0.17,5.77,41.97,1396.91,0.08,77.61,24,0,3,0,6,13,32,25,11,False
30.0,3.0,1.0,3.0,74.0,373.29,0.09,11.05,33.77,4125.77,0.12,229.21,23,2,2,0,14,19,44,30,5,False
58.0,14.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,27,False
24.0,4.0,1.0,3.0,54.0,253.82,0.1,10.0,25.38,2538.24,0.08,141.01,17,3,2,0,13,13,34,20,7,False
33.0,13.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,25,False
39.0,6.0,5.0,2.0,132.0,660.0,0.05,20.74,31.83,13685.29,0.22,760.29,31,0,4,0,15,17,85,47,11,False
4.0,1.0,1.0,1.0,9.0,25.27,0.27,3.75,6.74,94.75,0.01,5.26,2,0,0,0,5,2,6,3,1,False
22.0,1.0,1.0,1.0,106.0,479.5,0.14,7.22,66.39,3463.04,0.16,192.39,19,1,0,0,5,18,54,52,1,False
31.0,1.0,1.0,1.0,124.0,650.74,0.09,10.8,60.27,7025.61,0.22,390.31,18,0,3,0,11,27,71,53,1,False
14.0,2.0,1.0,2.0,37.0,159.91,0.29,3.43,46.64,548.27,0.05,30.46,10,0,2,0,6,14,21,16,3,False
12.0,6.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,11,False
28.0,3.0,1.0,3.0,70.0,353.11,0.1,10.4,33.95,3672.32,0.12,204.02,20,1,5,0,13,20,38,32,5,False
7.0,1.0,1.0,1.0,14.0,48.43,0.33,3.0,16.14,145.3,0.02,8.07,3,1,1,0,6,5,9,5,1,False
89.0,29.0,29.0,22.0,273.0,1452.89,0.03,39.54,36.74,57452.18,0.48,3191.79,78,0,9,0,17,23,166,107,57,True
16.0,3.0,3.0,1.0,38.0,166.91,0.11,8.8,18.97,1468.79,0.06,81.6,13,0,3,0,11,10,22,16,5,False
66.0,12.0,1.0,11.0,225.0,1220.91,0.04,26.28,46.46,32085.5,0.41,1782.53,50,6,8,0,18,25,152,73,23,True
39.0,7.0,4.0,3.0,133.0,758.16,0.05,20.66,36.69,15664.53,0.25,870.25,34,0,5,0,21,31,72,61,13,False
24.0,5.0,3.0,3.0,80.0,396.34,0.05,18.21,21.76,7218.97,0.13,401.05,10,10,2,0,17,14,50,30,9,False
8.0,3.0,3.0,1.0,21.0,84.0,0.15,6.67,12.6,560.0,0.03,31.11,6,0,0,0,10,6,13,8,5,False
10.0,2.0,1.0,2.0,23.0,92.0,0.14,7.07,13.01,650.57,0.03,36.14,7,0,1,0,9,7,12,11,3,False
7.0,2.0,1.0,1.0,23.0,82.45,0.13,7.7,10.71,634.9,0.03,35.27,4,0,1,0,7,5,12,11,3,False
14.0,3.0,1.0,2.0,35.0,151.27,0.1,9.78,15.47,1479.06,0.05,82.17,10,0,2,0,11,9,19,16,5,False
33.0,3.0,1.0,3.0,75.0,390.71,0.16,6.11,63.93,2387.67,0.13,132.65,25,0,3,3,10,27,42,33,5,False
173.0,37.0,22.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,73,False
28.0,4.0,1.0,4.0,72.0,360.0,0.11,9.24,38.97,3325.26,0.12,184.74,24,0,4,0,13,19,45,27,7,False
57.0,12.0,1.0,1.0,121.0,656.58,0.05,21.48,30.57,14101.51,0.22,783.42,42,0,13,0,21,22,76,45,13,False
15.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,7,False
195.0,76.0,64.0,14.0,786.0,4502.15,0.01,142.86,31.52,643163.64,1.5,35731.31,169,7,11,5,26,28,522,320,151,True
4.0,1.0,1.0,1.0,5.0,11.61,0.5,2.0,5.8,23.22,0.0,1.29,2,0,0,0,4,1,4,1,1,False
70.0,6.0,1.0,5.0,135.0,713.53,0.05,20.14,35.42,14372.52,0.24,798.47,28,7,32,1,18,21,88,47,11,True
5.0,1.0,1.0,1.0,17.0,60.94,0.4,2.5,24.38,152.36,0.02,8.46,3,0,0,0,5,7,10,7,1,False
53.0,6.0,1.0,3.0,176.0,942.93,0.03,30.23,31.19,28502.18,0.31,1583.45,37,2,10,2,19,22,106,70,11,True
5.0,1.0,1.0,1.0,15.0,51.89,0.34,2.92,17.79,151.35,0.02,8.41,3,0,0,0,5,6,8,7,1,False
6.0,1.0,1.0,1.0,14.0,46.51,0.33,3.0,15.5,139.52,0.02,7.75,3,0,1,0,5,5,8,6,1,False
7.0,2.0,1.0,1.0,15.0,51.89,0.19,5.33,9.73,276.75,0.02,15.38,5,0,0,0,8,3,11,4,3,False
65.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,7,True
19.0,5.0,1.0,4.0,62.0,310.0,0.08,12.79,24.23,3966.18,0.1,220.34,16,0,1,0,15,17,33,29,9,False
35.0,7.0,4.0,1.0,86.0,463.74,0.06,17.73,26.16,8220.83,0.15,456.71,23,3,7,0,20,22,47,39,13,False
7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,False
5.0,1.0,1.0,1.0,12.0,39.86,0.21,4.67,8.54,186.03,0.01,10.33,3,0,0,0,7,3,8,4,1,False
45.0,5.0,1.0,2.0,73.0,374.44,0.08,13.22,28.32,4950.9,0.12,275.05,35,0,8,0,17,18,45,28,6,False
60.0,13.0,1.0,12.0,166.0,871.16,0.09,11.64,74.85,10138.45,0.29,563.25,55,0,3,0,9,29,91,75,25,False
13.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,False
6.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3,1,3,1,1,False
13.0,1.0,1.0,1.0,45.0,171.33,0.07,14.4,11.9,2467.17,0.06,137.06,9,0,2,0,9,5,29,16,1,True
6.0,2.0,1.0,2.0,9.0,27.0,0.4,2.5,10.8,67.5,0.01,3.75,4,0,0,0,5,3,6,3,3,False
56.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,11,True
10.0,3.0,3.0,2.0,20.0,80.0,0.17,5.83,13.71,466.67,0.03,25.93,6,0,2,0,10,6,13,7,5,False
25.0,9.0,1.0,3.0,69.0,320.43,0.05,19.09,16.78,6117.23,0.11,339.85,20,0,3,0,14,11,39,30,17,False
38.0,5.0,3.0,3.0,115.0,624.02,0.06,16.67,37.43,10404.34,0.21,578.02,32,0,4,0,17,26,64,51,9,False
44.0,6.0,1.0,2.0,144.0,668.72,0.03,37.33,17.91,24965.37,0.22,1386.97,33,0,8,0,16,9,102,42,11,False
55.0,7.0,1.0,3.0,118.0,627.99,0.08,13.2,47.57,8289.44,0.21,460.52,51,0,4,0,15,25,74,44,13,False
10.0,2.0,1.0,2.0,21.0,79.95,0.16,6.3,12.69,503.71,0.03,27.98,8,0,0,0,9,5,14,7,3,False
13.0,4.0,3.0,2.0,38.0,174.23,0.09,11.2,15.56,1951.36,0.06,108.41,8,0,3,0,14,10,22,16,7,False
23.0,4.0,4.0,4.0,61.0,293.25,0.09,10.83,27.07,3176.86,0.1,176.49,15,2,4,0,13,15,36,25,7,False
27.0,3.0,1.0,3.0,54.0,264.97,0.11,9.19,28.84,2434.43,0.09,135.25,22,0,2,0,14,16,33,21,5,True
11.0,1.0,1.0,1.0,30.0,114.22,0.15,6.5,17.57,742.43,0.04,41.25,4,3,2,0,7,7,17,13,1,False
126.0,19.0,11.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,37,False
28.0,3.0,1.0,3.0,103.0,495.16,0.05,19.5,25.39,9655.57,0.17,536.42,19,0,6,0,13,15,58,45,4,False
42.0,1.0,1.0,1.0,104.0,463.78,0.08,13.33,34.78,6183.75,0.15,343.54,27,8,5,0,10,12,72,32,1,False
34.0,3.0,1.0,3.0,83.0,429.1,0.07,13.6,31.55,5835.81,0.14,324.21,24,2,4,0,16,20,49,34,5,False
113.0,19.0,1.0,10.0,431.0,2419.94,0.03,39.52,61.24,95624.29,0.81,5312.46,99,0,12,0,16,33,268,163,37,True
58.0,10.0,1.0,9.0,211.0,1151.94,0.04,23.88,48.23,27513.65,0.38,1528.54,47,1,8,0,18,26,142,69,19,False
4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2,0,0,0,3,2,3,2,1,False
52.0,13.0,9.0,4.0,191.0,1055.0,0.02,47.62,22.16,50238.11,0.35,2791.01,42,1,7,0,25,21,111,80,25,False
42.0,8.0,1.0,5.0,112.0,549.57,0.05,20.0,27.48,10991.43,0.18,610.64,30,3,7,0,15,15,72,40,15,False
23.0,8.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,15,False
27.0,3.0,1.0,3.0,60.0,294.41,0.1,10.5,28.04,3091.34,0.1,171.74,18,0,1,0,14,16,36,24,4,False
25.0,2.0,1.0,2.0,64.0,314.04,0.14,7.25,43.32,2276.8,0.1,126.49,19,0,4,0,10,20,35,29,3,False
65.0,8.0,6.0,7.0,281.0,1646.09,0.03,30.0,54.87,49382.78,0.55,2743.49,46,9,5,3,20,38,167,114,15,False
34.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,5,False
16.0,2.0,1.0,2.0,29.0,110.41,0.17,6.0,18.4,662.48,0.04,36.8,10,0,4,0,7,7,17,12,3,False
26.0,5.0,5.0,3.0,97.0,512.67,0.06,16.29,31.48,8349.43,0.17,463.86,18,0,6,0,18,21,59,38,9,False
20.0,2.0,1.0,2.0,62.0,267.96,0.08,13.0,20.61,3483.47,0.09,193.53,17,0,1,0,10,10,36,26,3,False
27.0,12.0,1.0,12.0,207.0,828.0,0.01,102.0,8.11,84456.0,0.28,4692.0,15,0,10,0,12,4,139,68,23,False
27.0,6.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,11,True
17.0,2.0,1.0,2.0,59.0,266.89,0.09,10.77,24.78,2874.2,0.09,159.68,13,0,2,0,10,13,31,28,3,False
25.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,7,False
179.0,36.0,27.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,71,True
14.0,2.0,1.0,2.0,31.0,131.69,0.23,4.36,30.18,574.63,0.04,31.92,11,0,1,0,8,11,19,12,3,False
32.0,4.0,1.0,4.0,53.0,246.12,0.12,8.33,29.53,2051.04,0.08,113.95,19,5,6,0,10,15,28,25,7,False
18.0,3.0,1.0,2.0,71.0,355.0,0.1,10.5,33.81,3727.5,0.12,207.08,14,0,2,0,14,18,44,27,5,False
11.0,5.0,5.0,1.0,41.0,170.97,0.11,9.5,18.0,1624.19,0.06,90.23,10,0,1,0,9,9,22,19,9,False
9.0,1.0,1.0,1.0,12.0,33.69,0.3,3.33,10.11,112.29,0.01,6.24,6,0,1,0,4,3,7,5,1,False
18.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,5,False
5.0,1.0,1.0,1.0,16.0,55.35,0.5,2.0,27.68,110.7,0.02,6.15,3,0,0,0,4,7,9,7,1,False
14.0,3.0,1.0,2.0,56.0,274.79,0.11,8.79,31.25,2416.5,0.09,134.25,8,0,4,0,13,17,33,23,5,True
15.0,2.0,1.0,2.0,27.0,93.4,0.29,3.43,27.24,320.24,0.03,17.79,10,2,1,0,4,7,15,12,3,False
72.0,8.0,6.0,5.0,275.0,1610.94,0.02,44.47,36.22,71639.66,0.54,3979.98,51,11,10,0,24,34,149,126,15,False
20.0,5.0,5.0,5.0,62.0,304.23,0.07,14.86,20.48,4519.95,0.1,251.11,17,0,1,0,16,14,36,26,9,False
8.0,3.0,3.0,2.0,20.0,81.75,0.22,4.5,18.17,367.87,0.03,20.44,4,0,2,0,9,8,12,8,5,False
34.0,8.0,1.0,2.0,75.0,348.29,0.05,19.09,18.24,6649.16,0.12,369.4,28,0,4,0,14,11,45,30,15,False
23.0,4.0,1.0,4.0,50.0,222.97,0.08,12.0,18.58,2675.66,0.07,148.65,19,0,2,0,12,10,30,20,7,False
531.0,35.0,26.0,27.0,1301.0,8643.66,0.01,99.64,86.75,861278.67,2.88,47848.81,275,162,92,0,30,70,836,465,60,False
42.0,7.0,6.0,2.0,113.0,565.0,0.05,21.5,26.28,12147.5,0.19,674.86,35,0,4,0,16,16,70,43,13,False
89.0,7.0,6.0,6.0,329.0,1995.74,0.03,30.85,64.69,61570.81,0.67,3420.6,53,18,15,0,20,47,184,145,13,False
83.0,12.0,1.0,1.0,253.0,1144.46,0.01,67.6,16.93,77365.58,0.38,4298.09,66,0,15,0,13,10,149,104,21,False
109.0,7.0,1.0,6.0,264.0,1607.09,0.04,27.03,59.45,43442.73,0.54,2413.48,61,32,16,0,21,47,143,121,12,True
105.0,11.0,1.0,7.0,352.0,2212.46,0.03,36.08,61.31,79836.47,0.74,4435.36,91,0,9,0,25,53,199,153,20,False
4.0,1.0,1.0,1.0,10.0,30.0,0.5,2.0,15.0,60.0,0.01,3.33,2,0,0,0,4,4,6,4,1,True
7.0,1.0,1.0,1.0,20.0,76.15,0.29,3.5,21.76,266.51,0.03,14.81,5,0,0,0,7,7,13,7,1,False
18.0,1.0,1.0,1.0,49.0,186.56,0.08,12.6,14.81,2350.66,0.06,130.59,8,0,8,0,9,5,35,14,1,False
52.0,4.0,1.0,4.0,63.0,292.56,0.15,6.59,44.41,1927.47,0.1,107.08,24,16,8,2,8,17,35,28,7,False
26.0,6.0,4.0,2.0,51.0,220.42,0.05,20.43,10.79,4502.83,0.07,250.16,19,0,5,0,13,7,29,22,11,False
99.0,6.0,1.0,6.0,270.0,1671.25,0.03,33.61,49.72,56176.88,0.56,3120.94,65,13,18,1,29,44,168,102,8,False
4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,False
7.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,False
8.0,3.0,3.0,2.0,20.0,81.75,0.22,4.5,18.17,367.87,0.03,20.44,4,0,2,0,9,8,12,8,5,False
34.0,19.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,37,False
10.0,2.0,1.0,2.0,56.0,260.06,0.08,12.09,21.51,3144.31,0.09,174.68,8,0,0,0,14,11,37,19,3,True
52.0,6.0,1.0,6.0,123.0,667.43,0.07,14.71,45.37,9818.93,0.22,545.5,42,0,6,1,17,26,78,45,11,False
4.0,1.0,1.0,1.0,9.0,27.0,0.5,2.0,13.5,54.0,0.01,3.0,2,0,0,0,4,4,5,4,1,False
49.0,2.0,1.0,2.0,185.0,1079.08,0.08,12.86,83.93,13873.95,0.36,770.77,33,1,12,0,15,42,113,72,3,False
84.0,11.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,21,True
21.0,2.0,1.0,2.0,40.0,180.94,0.17,5.79,31.27,1046.88,0.06,58.16,11,4,4,0,9,14,22,18,3,False
10.0,1.0,1.0,1.0,33.0,142.62,0.17,5.73,24.9,816.84,0.05,45.38,6,0,2,0,9,11,19,14,1,False
24.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,5,False
22.0,6.0,5.0,6.0,60.0,271.41,0.08,12.0,22.62,3256.96,0.09,180.94,18,0,2,0,12,11,38,22,11,False
7.0,1.0,1.0,1.0,17.0,58.81,0.44,2.29,25.73,134.42,0.02,7.47,4,0,1,0,4,7,9,8,1,False
78.0,18.0,18.0,5.0,189.0,969.43,0.02,49.08,19.75,47576.86,0.32,2643.16,52,14,8,1,22,13,131,58,35,False
25.0,5.0,3.0,2.0,56.0,263.22,0.06,15.68,16.79,4127.84,0.09,229.32,19,0,3,0,15,11,33,23,9,False
72.0,7.0,6.0,6.0,250.0,1425.11,0.03,31.16,45.73,44408.26,0.48,2467.13,64,0,6,0,21,31,158,92,13,False
8.0,2.0,1.0,2.0,25.0,108.05,0.18,5.5,19.65,594.27,0.04,33.01,6,0,0,0,10,10,14,11,3,False
22.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,False
17.0,2.0,1.0,2.0,44.0,196.21,0.2,4.9,40.04,961.45,0.07,53.41,12,0,3,0,7,15,23,21,3,False
60.0,14.0,1.0,2.0,124.0,706.85,0.06,15.92,44.4,11252.67,0.24,625.15,36,5,5,12,21,31,77,47,16,True
41.0,3.0,1.0,3.0,99.0,499.4,0.1,10.0,49.94,4993.95,0.17,277.44,26,6,7,0,10,23,53,46,5,True
15.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,False
14.0,2.0,1.0,1.0,44.0,190.16,0.06,15.79,12.05,3001.89,0.06,166.77,10,0,2,0,13,7,27,17,3,False
43.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,5,False
23.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,True
17.0,2.0,1.0,2.0,41.0,177.2,0.17,6.0,29.53,1063.19,0.06,59.07,14,0,1,0,8,12,23,18,3,False
4.0,1.0,1.0,1.0,7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,2,0,0,0,4,3,4,3,1,False
41.0,6.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,11,True
33.0,10.0,1.0,7.0,142.0,739.74,0.03,30.59,24.18,22627.41,0.25,1257.08,26,0,5,0,20,17,90,52,19,False
26.0,10.0,10.0,5.0,104.0,520.0,0.04,27.04,19.23,14060.0,0.17,781.11,18,2,3,0,19,13,67,37,19,False
21.0,2.0,1.0,1.0,51.0,230.7,0.08,12.35,18.68,2849.17,0.08,158.29,11,4,4,0,13,10,32,19,3,False
12.0,2.0,1.0,2.0,35.0,156.08,0.25,3.97,39.35,619.12,0.05,34.4,8,0,2,0,7,15,18,17,3,False
28.0,6.0,3.0,3.0,76.0,376.52,0.05,20.77,18.13,7820.01,0.13,434.44,22,0,3,0,18,13,46,30,11,True
63.0,12.0,1.0,8.0,160.0,920.78,0.05,19.73,46.68,18164.52,0.31,1009.14,50,5,5,1,21,33,98,62,19,True
8.0,2.0,1.0,2.0,10.0,30.0,0.4,2.5,12.0,75.0,0.01,4.17,6,0,0,0,5,3,7,3,3,False
30.0,9.0,9.0,4.0,137.0,696.98,0.03,36.73,18.97,25602.49,0.23,1422.36,24,4,2,0,19,15,79,58,17,False
22.0,2.0,1.0,2.0,77.0,381.47,0.1,10.11,37.75,3854.89,0.13,214.16,13,2,5,0,12,19,45,32,3,False
41.0,3.0,1.0,2.0,71.0,355.0,0.11,8.9,39.87,3161.19,0.12,175.62,21,9,11,0,11,21,37,34,5,False
9.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,False
19.0,1.0,1.0,1.0,71.0,316.62,0.14,7.23,43.77,2290.22,0.11,127.23,15,0,0,0,7,15,40,31,1,False
47.0,8.0,3.0,7.0,161.0,922.2,0.06,15.59,59.15,14378.96,0.31,798.83,40,1,3,1,15,38,82,79,15,True
4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3,1,3,1,1,False
17.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,19,False
15.0,1.0,1.0,1.0,45.0,206.32,0.17,6.0,34.39,1237.94,0.07,68.77,9,0,4,0,9,15,25,20,1,False
34.0,4.0,1.0,3.0,166.0,916.91,0.06,16.69,54.93,15306.5,0.31,850.36,23,1,6,2,15,31,97,69,7,False
52.0,8.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,15,False
104.0,18.0,6.0,10.0,351.0,2000.85,0.02,53.14,37.65,106331.12,0.67,5907.28,75,12,14,1,24,28,227,124,35,False
13.0,2.0,1.0,2.0,39.0,171.3,0.12,8.25,20.76,1413.23,0.06,78.51,8,0,3,0,11,10,24,15,3,False
102.0,13.0,1.0,6.0,262.0,1541.25,0.03,33.71,45.72,51956.43,0.51,2886.47,71,25,4,0,21,38,142,122,25,False
25.0,4.0,1.0,3.0,152.0,803.38,0.04,22.61,35.53,18163.4,0.27,1009.08,22,0,1,0,16,23,87,65,6,False
23.0,4.0,3.0,3.0,31.0,133.98,0.14,7.33,18.27,982.52,0.04,54.58,10,8,2,0,11,9,19,12,7,False
42.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,7,False
23.0,1.0,1.0,1.0,86.0,433.82,0.13,7.83,55.43,3395.1,0.14,188.62,15,0,3,3,10,23,50,36,1,False
103.0,24.0,16.0,10.0,287.0,1708.85,0.02,40.89,41.8,69867.73,0.57,3881.54,81,7,10,1,27,35,181,106,47,False
35.0,5.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,9,False
223.0,67.0,51.0,30.0,1016.0,7200.86,0.01,91.11,79.04,656061.17,2.4,36447.84,189,16,15,0,44,92,635,381,128,False
146.0,1.0,1.0,1.0,535.0,3185.5,0.04,27.96,113.93,89066.44,1.06,4948.14,95,16,33,0,12,50,302,233,1,False
21.0,2.0,1.0,2.0,63.0,276.72,0.1,10.13,27.33,2801.75,0.09,155.65,14,0,5,0,9,12,36,27,3,False
