Player,Number_seasons,Games_played,At_bats,Runs,Hits,Doubles,Triples,Home_runs,RBIs,Walks,Strikeouts,Batting_average,On_base_pct,Slugging_pct,Fielding_ave,Position,class
FRED_KENDALL,12,877,2576,170,603,86,11,31,244,189,240,0.23399999999999999,0.28800000000000003,0.312,0.987,Catcher,0
ROY_WEATHERLY,10,811,2781,415,794,152,44,43,290,180,170,0.28600000000000003,0.331,0.418,0.975,Outfield,0
JOHN_MILNER,12,1215,3436,455,855,140,16,131,498,504,473,0.249,0.34700000000000003,0.413,0.991,First_base,0
IVAN_MURRELL,10,564,1306,126,308,41,15,33,123,44,342,0.23600000000000002,0.266,0.366,0.965,Outfield,0
JESUS_ALOU,15,1380,4345,448,1216,170,26,32,377,138,267,0.28,0.307,0.353,0.968,Outfield,0
SAM_CRAWFORD,19,2517,9570,1391,2961,458,309,97,1525,760,104,0.309,0.36200000000000004,0.452,0.965,Outfield,2
ARTHUR_IRWIN,13,1010,3871,552,934,141,45,5,396,309,378,0.24100000000000002,0.299,0.305,0.8809999999999999,Shortstop,0
RABBIT_MARANVILLE,23,2670,10078,1255,2605,380,177,28,884,839,756,0.258,0.318,0.34,0.9520000000000001,Shortstop,1
EARLE_COMBS,12,1455,5746,1186,1866,309,154,58,632,670,278,0.325,0.397,0.462,0.9740000000000001,Outfield,2
STEVE_HENDERSON,12,1085,3484,459,976,162,49,68,428,386,677,0.28,0.354,0.413,0.968,Outfield,0
LEON_DURHAM,10,1067,3587,522,992,192,40,147,530,444,679,0.27699999999999997,0.358,0.475,0.9940000000000001,First_base,0
JIMMY_STEWART,10,777,1420,164,336,45,14,8,112,139,218,0.237,0.308,0.305,0.9690000000000001,Outfield,0
BILLY_MARTIN,11,1021,3419,425,877,137,28,64,333,188,355,0.257,0.301,0.369,0.98,Second_base,0
ED_DELAHANTY,16,1835,7505,1599,2597,522,185,101,1464,741,244,0.34600000000000003,0.41200000000000003,0.505,0.951,Outfield,2
BOB_ROBERTSON,11,829,2385,283,578,93,10,115,368,317,546,0.242,0.33399999999999996,0.434,0.9940000000000001,First_base,0
KID_GLEASON,22,1966,7452,1020,1944,216,80,15,823,500,131,0.261,0.31,0.317,0.938,Second_base,0
FRANK_HOWARD,16,1895,6488,864,1774,245,35,382,1119,782,1460,0.273,0.355,0.499,0.975,Outfield,0
ETHAN_ALLEN,13,1281,4418,623,1325,255,45,47,501,223,310,0.3,0.336,0.41,0.981,Outfield,0
HOWIE_SHANKS,14,1665,5699,604,1440,211,96,25,620,415,443,0.253,0.308,0.337,0.971,Outfield,0
RUBEN_AMARO,11,940,2155,211,505,75,13,8,156,227,280,0.23399999999999999,0.31,0.292,0.9670000000000001,Shortstop,0
MARTY_PEREZ,10,931,3131,313,771,108,22,22,241,245,369,0.24600000000000002,0.303,0.316,0.958,Shortstop,0
GINGER_BEAUMONT,12,1463,5660,955,1759,182,82,39,617,425,14,0.311,0.36200000000000004,0.39299999999999996,0.956,Outfield,0
HOMER_SUMMA,10,840,3001,414,905,166,34,18,361,166,88,0.302,0.34600000000000003,0.39799999999999996,0.961,Outfield,0
WILLIE_HORTON,18,2028,7298,873,1993,284,40,325,1163,620,1313,0.273,0.335,0.457,0.972,Outfield,0
LONNY_FREY,14,1535,5517,848,1482,263,69,61,549,752,525,0.26899999999999996,0.359,0.374,0.973,Second_base,0
PATSY_DONOVAN,17,1821,7496,1318,2253,207,75,16,736,453,131,0.301,0.34700000000000003,0.355,0.941,Outfield,0
BOB_STINSON,12,652,1634,166,408,61,7,33,180,201,254,0.25,0.34,0.35600000000000004,0.9840000000000001,Catcher,0
NED_WILLIAMSON,13,1201,4553,809,1159,228,85,64,667,506,532,0.255,0.332,0.384,0.866,Third_base,0
TITO_FUENTES,13,1499,5566,610,1491,211,46,45,438,298,561,0.268,0.309,0.34700000000000003,0.9740000000000001,Second_base,0
JOE_DiMAGGIO,13,1736,6821,1390,2214,389,131,361,1537,790,369,0.325,0.39799999999999996,0.579,0.978,Outfield,1
JERRY_WHITE,11,646,1196,155,303,50,9,21,109,148,174,0.253,0.33899999999999997,0.363,0.9740000000000001,Outfield,0
SAM_THOMPSON,15,1407,5984,1256,1979,340,160,127,1299,450,226,0.331,0.384,0.505,0.935,Outfield,2
SKEETER_WEBB,12,699,2274,216,498,73,15,3,166,132,215,0.21899999999999997,0.263,0.268,0.946,Shortstop,0
GARY_ROENICKE,12,1064,2708,367,670,135,4,121,410,406,428,0.247,0.354,0.434,0.988,Outfield,0
LARRY_BROWN,12,1129,3449,331,803,108,13,47,254,317,414,0.233,0.301,0.313,0.9640000000000001,Shortstop,0
TOMMY_HENRICH,11,1284,4603,901,1297,269,73,183,795,712,383,0.282,0.382,0.491,0.981,Outfield,0
JACK_GLASSCOCK,17,1736,7030,1163,2040,313,98,27,825,439,212,0.29,0.337,0.374,0.91,Shortstop,0
CHRIS_CHAMBLISS,17,2175,7571,912,2109,392,42,185,972,632,926,0.27899999999999997,0.336,0.415,0.993,First_base,0
GARY_WARD,12,1287,4479,594,1236,196,41,130,597,351,775,0.276,0.33,0.425,0.9840000000000001,Outfield,0
BABY-DOLL_JACOBSON,11,1472,5507,787,1714,328,94,83,819,355,410,0.311,0.35700000000000004,0.45,0.973,Outfield,0
FRANKIE_GUSTINE,12,1261,4582,553,1214,222,47,38,480,369,427,0.265,0.322,0.359,0.955,Second_base,0
RICO_PETROCELLI,13,1553,5390,653,1352,237,22,210,773,661,926,0.251,0.336,0.42,0.9690000000000001,Shortstop,0
JIM_HEGAN,17,1666,4772,550,1087,187,46,92,525,456,742,0.228,0.29600000000000004,0.344,0.99,Catcher,0
RANDY_JACKSON,10,955,3203,412,835,115,44,103,415,281,382,0.261,0.322,0.42100000000000004,0.955,Third_base,0
ELLIOTT_MADDOX,11,1029,2843,360,742,121,16,18,234,409,358,0.261,0.361,0.33399999999999996,0.9890000000000001,Outfield,0
DEACON_WHITE,15,1299,5335,849,1619,217,73,18,756,292,215,0.303,0.344,0.382,0.853,Third_base,0
DAVE_CONCEPCION,19,2488,8723,993,2326,389,48,101,950,736,1186,0.267,0.325,0.35700000000000004,0.971,Shortstop,0
TITO_FRANCONA,15,1719,5121,650,1395,224,34,125,656,544,694,0.272,0.34600000000000003,0.40299999999999997,0.9840000000000001,Outfield,0
LEON_WAGNER,12,1352,4426,636,1202,150,15,211,669,435,656,0.272,0.34299999999999997,0.455,0.9640000000000001,Outfield,0
CHARLIE_COMISKEY,13,1390,5796,994,1531,206,68,29,467,197,84,0.264,0.293,0.33799999999999997,0.973,First_base,0
CLIFF_HEATHCOTE,15,1415,4443,653,1222,206,55,42,448,367,325,0.275,0.33299999999999996,0.375,0.971,Outfield,0
IVY_OLSON,14,1574,6111,730,1575,191,69,13,446,285,222,0.258,0.295,0.318,0.932,Shortstop,0
DAVE_ROBERTS,10,709,2017,194,483,77,7,49,208,128,361,0.239,0.28800000000000003,0.35700000000000004,0.983,Third_base,0
ROGER_METZGER,11,1219,4201,453,972,101,71,5,254,355,449,0.231,0.293,0.293,0.976,Shortstop,0
CY_PERKINS,17,1171,3604,329,933,175,35,30,409,301,221,0.259,0.319,0.35200000000000004,0.978,Catcher,0
VIC_POWER,12,1627,6046,765,1716,290,49,126,658,279,247,0.284,0.317,0.41100000000000003,0.9940000000000001,First_base,0
JAKE_FLOWERS,10,583,1693,229,433,75,18,16,201,190,139,0.256,0.33299999999999996,0.35,0.9670000000000001,Second_base,0
BOB_WATSON,19,1832,6185,802,1826,307,41,184,989,653,796,0.295,0.36700000000000005,0.447,0.991,First_base,0
BILL_FAHEY,11,383,934,75,225,26,2,7,83,74,93,0.24100000000000002,0.298,0.29600000000000004,0.9890000000000001,Catcher,0
LARRY_STAHL,10,730,1721,167,400,58,19,36,163,142,357,0.23199999999999998,0.293,0.35100000000000003,0.983,Outfield,0
GEORGE-TIOGA_BURNS,16,1866,6573,901,2018,444,72,72,951,363,433,0.307,0.354,0.429,0.987,First_base,0
WILLIE_UPSHAW,10,1264,4203,596,1103,199,45,123,528,452,642,0.262,0.337,0.419,0.99,First_base,0
FIELDER_JONES,15,1788,6747,1180,1920,206,75,21,631,817,15,0.285,0.368,0.34700000000000003,0.9640000000000001,Outfield,0
JOHNNY_LOGAN,13,1503,5244,651,1407,216,41,93,547,451,472,0.268,0.331,0.37799999999999995,0.965,Shortstop,0
DON_MINCHER,13,1400,4026,530,1003,176,16,200,643,606,668,0.249,0.35100000000000003,0.45,0.99,First_base,0
EDD_ROUSH,18,1967,7363,1099,2376,339,182,68,981,484,260,0.32299999999999995,0.369,0.446,0.972,Outfield,2
WILLIE_KEELER,19,2123,8591,1719,2932,241,145,33,810,524,36,0.341,0.387,0.415,0.96,Outfield,1
TOBY_HARRAH,17,2155,7402,1115,1954,307,40,195,918,1153,868,0.264,0.368,0.395,0.963,Third_base,0
FARMER_VAUGHN,13,915,3454,474,946,147,53,21,525,151,128,0.27399999999999997,0.307,0.365,0.9259999999999999,Catcher,0
BILL_FREEHAN,15,1774,6073,706,1591,241,35,200,758,626,753,0.262,0.342,0.41200000000000003,0.993,Catcher,0
JOE_CRONIN,20,2124,7579,1233,2285,515,118,170,1424,1059,700,0.301,0.39,0.46799999999999997,0.951,Shortstop,1
BOBBY_MURCER,17,1908,6730,972,1862,285,45,252,1043,862,841,0.27699999999999997,0.361,0.445,0.981,Outfield,0
DERON_JOHNSON,16,1765,5941,706,1447,247,33,245,923,585,1318,0.244,0.313,0.42,0.993,First_base,0
CLINT_COURTNEY,11,946,2796,260,750,126,17,38,313,264,143,0.268,0.341,0.366,0.987,Catcher,0
JOHN_REILLY,10,1142,4684,898,1352,215,139,69,335,157,156,0.289,0.325,0.43799999999999994,0.972,First_base,0
HARRY_McCURDY,10,543,1157,148,326,71,12,9,148,129,108,0.282,0.355,0.387,0.97,Catcher,0
MICKEY_HATCHER,12,1130,3377,348,946,172,20,38,375,164,246,0.28,0.316,0.377,0.983,Outfield,0
DIXIE_WALKER,18,1905,6740,1037,2064,376,96,105,1023,817,325,0.306,0.38299999999999995,0.43700000000000006,0.9059999999999999,Outfield,0
BO_DIAZ,13,993,3274,327,834,162,5,87,452,198,429,0.255,0.3,0.387,0.986,Catcher,0
DUKE_SIMS,11,843,2422,263,580,80,6,100,310,338,483,0.239,0.341,0.401,0.986,Catcher,0
AURELIO_RODRIGUEZ,17,2017,6611,612,1570,287,46,124,648,324,943,0.237,0.276,0.35100000000000003,0.9640000000000001,Third_base,0
RED_DOOIN,15,1290,4004,333,961,139,31,10,344,155,87,0.24,0.271,0.298,0.9570000000000001,Catcher,0
SAMMY_HALE,10,883,2915,422,880,157,54,30,392,130,218,0.302,0.336,0.424,0.9390000000000001,Third_base,0
GEORGE_HARPER,11,1073,3398,505,1030,158,43,91,528,389,208,0.303,0.38,0.455,0.9570000000000001,Outfield,0
CLEON_JONES,13,1213,4263,565,1196,183,33,93,524,360,702,0.281,0.342,0.40399999999999997,0.978,Outfield,0
HAL_SMITH,10,879,2682,269,715,148,10,58,323,196,361,0.267,0.32,0.39399999999999996,0.9890000000000001,Catcher,0
JIM_HICKMAN,13,1421,3974,518,1002,163,25,159,560,491,832,0.252,0.337,0.426,0.976,Outfield,0
JOE_MORGAN,22,2649,9277,1650,2517,449,96,268,1133,1865,1015,0.271,0.395,0.42700000000000005,0.981,Second_base,1
LEFTY_ODOUL,11,970,3264,624,1140,175,41,113,542,333,122,0.349,0.413,0.532,0.9640000000000001,Outfield,0
CHARLEY_SMITH,10,771,2484,228,594,83,18,69,281,130,565,0.239,0.281,0.37,0.945,Third_base,0
TED_KLUSZEWSKI,15,1718,5929,848,1766,290,29,279,1028,492,365,0.298,0.354,0.498,0.993,First_base,0
JIM_DELSING,10,822,2461,322,627,112,21,40,286,299,251,0.255,0.34,0.366,0.9890000000000001,Outfield,0
DEL_UNSER,15,1799,5215,617,1344,179,42,87,481,481,675,0.258,0.321,0.358,0.9840000000000001,Outfield,0
ED_KONETCHY,15,2085,7649,972,2150,344,181,75,992,689,545,0.281,0.34600000000000003,0.40299999999999997,0.99,First_base,0
BOBBY_THOMSON,15,1779,6305,903,1705,267,74,264,1026,559,804,0.27,0.33299999999999996,0.462,0.98,Outfield,0
JOE_EVANS,11,733,2043,306,529,71,31,3,210,212,152,0.259,0.32899999999999996,0.32799999999999996,0.971,Outfield,0
JOHNNY_PESKY,10,1270,4745,867,1455,226,50,17,404,662,218,0.307,0.39399999999999996,0.386,0.9640000000000001,Shortstop,0
BOB_BESCHER,11,1228,4536,749,1171,190,74,28,345,619,451,0.258,0.353,0.35100000000000003,0.96,Outfield,0
CLYDE_MILAN,16,1982,7359,1004,2100,240,105,17,617,685,197,0.285,0.353,0.353,0.953,Outfield,0
CHRIS_SPEIER,19,2260,7156,770,1759,302,50,112,720,847,988,0.24600000000000002,0.32899999999999996,0.349,0.97,Shortstop,0
PATSY_GHARRITY,10,676,1961,237,513,92,26,20,249,188,231,0.262,0.331,0.366,0.9740000000000001,Catcher,0
BILL_HOLBERT,12,623,2335,182,486,41,7,0,86,58,91,0.20800000000000002,0.228,0.23199999999999998,0.907,Catcher,0
MIKE_GONZALEZ,17,1042,2829,283,717,123,19,13,263,231,198,0.253,0.314,0.324,0.98,Catcher,0
GEORGE_BROWNE,12,1102,4300,614,1176,119,55,18,303,259,1,0.273,0.317,0.33899999999999997,0.927,Outfield,0
PINKY_HARGRAVE,10,650,1601,177,445,91,16,39,265,140,165,0.278,0.33899999999999997,0.428,0.976,Catcher,0
JOHNNY_MOSTIL,10,972,3507,618,1054,209,82,23,376,415,336,0.301,0.386,0.42700000000000005,0.971,Outfield,0
RON_JACKSON,10,926,2986,356,774,165,22,56,342,213,329,0.259,0.316,0.385,0.993,First_base,0
SAM_RICE,20,2404,9269,1514,2987,498,184,34,1078,708,275,0.322,0.374,0.42700000000000005,0.965,Outfield,2
RICHIE_ASHBURN,15,2189,8365,1322,2574,317,109,29,586,1198,571,0.308,0.397,0.382,0.983,Outfield,2
MANNY_SANGUILLEN,13,1448,5062,566,1500,205,57,65,585,223,331,0.29600000000000004,0.32899999999999996,0.39799999999999996,0.986,Catcher,0
BOB_BARTON,10,393,1049,54,237,31,3,9,66,87,168,0.226,0.28800000000000003,0.287,0.987,Catcher,0
BILLY_SULLIVAN.SR.,16,1147,3647,363,777,119,33,21,378,170,0,0.213,0.254,0.281,0.976,Catcher,0
VERN_STEPHENS,15,1720,6497,1001,1859,307,42,247,1174,692,685,0.28600000000000003,0.355,0.46,0.96,Shortstop,0
HARRY_WALKER,11,807,2651,385,786,126,37,10,214,245,175,0.29600000000000004,0.358,0.38299999999999995,0.968,Outfield,0
BUG_HOLLIDAY,10,928,3648,728,1134,162,71,65,617,359,211,0.311,0.376,0.44799999999999995,0.935,Outfield,0
LES_MANN,16,1498,4716,677,1332,203,106,44,503,324,464,0.282,0.332,0.39799999999999996,0.966,Outfield,0
RED_ROLFE,10,1175,4827,942,1394,257,67,69,497,526,335,0.289,0.36,0.413,0.956,Third_base,0
JOE_SCHULTZ,11,703,1959,235,558,83,19,15,249,116,102,0.285,0.327,0.37,0.966,Outfield,0
SHANTY_HOGAN,13,989,3180,288,939,146,12,61,474,220,188,0.295,0.348,0.406,0.985,Catcher,0
HAL_JEFFCOAT,12,918,1963,249,487,95,18,26,188,114,289,0.248,0.29100000000000004,0.355,0.978,Outfield,0
MIKE_SCIOSCIA,13,1441,4373,398,1131,198,12,68,446,567,307,0.259,0.34700000000000003,0.35600000000000004,0.988,Catcher,0
DARREL_CHANEY,11,915,2113,237,458,75,17,14,190,238,471,0.217,0.297,0.28800000000000003,0.9590000000000001,Shortstop,0
POSSUM_WHITTED,11,1025,3630,440,978,145,60,23,451,215,310,0.26899999999999996,0.313,0.361,0.975,Outfield,0
MORGAN_MURPHY,11,566,1967,247,443,56,12,10,227,157,237,0.225,0.287,0.281,0.9359999999999999,Catcher,0
DUSTY_BAKER,19,2039,7117,964,1981,320,23,242,1013,762,926,0.278,0.35100000000000003,0.43200000000000005,0.985,Outfield,0
LARRY_BOWA,16,2247,8418,987,2191,262,99,15,525,474,569,0.26,0.301,0.32,0.98,Shortstop,0
RAY_MUELLER,14,985,2911,281,733,123,23,56,373,250,322,0.252,0.314,0.368,0.988,Catcher,0
JOHN_ELLIS,13,883,2672,259,699,116,13,69,391,190,403,0.262,0.315,0.392,0.9890000000000001,First_base,0
JOE_HARRIS,10,970,3035,461,963,201,64,47,517,413,188,0.317,0.40399999999999997,0.47200000000000003,0.9890000000000001,First_base,0
DON_BAYLOR,19,2292,8198,1236,2135,366,28,338,1276,805,1069,0.26,0.34600000000000003,0.436,0.977,Designated_hitter,0
DAVE_ANDERSON,10,873,2026,244,490,73,12,19,143,206,331,0.242,0.313,0.318,0.97,Shortstop,0
MIKE_FISCHLIN,10,517,941,109,207,29,6,3,68,92,142,0.22,0.293,0.273,0.9590000000000001,Shortstop,0
BILLY_KLAUS,11,821,2513,357,626,106,15,40,250,331,285,0.249,0.337,0.35100000000000003,0.955,Shortstop,0
GIL_COAN,11,918,2877,384,731,98,44,39,278,232,384,0.254,0.316,0.359,0.973,Outfield,0
PAUL_CASANOVA,10,859,2786,214,627,87,12,50,252,101,430,0.225,0.254,0.319,0.985,Catcher,0
OSCAR_GAMBLE,17,1584,4502,656,1195,188,31,200,666,610,546,0.265,0.358,0.45399999999999996,0.977,Outfield,0
HAL_NARAGON,10,424,985,83,262,27,11,6,87,76,62,0.266,0.32299999999999995,0.33399999999999996,0.991,Catcher,0
JOE_KUHEL,18,2104,7984,1236,2212,412,111,131,1049,980,612,0.27699999999999997,0.359,0.406,0.992,First_base,0
HECTOR_LOPEZ,12,1450,4644,623,1251,193,37,136,591,418,696,0.26899999999999996,0.33299999999999996,0.415,0.9670000000000001,Outfield,0
GORMAN_THOMAS,13,1435,4677,681,1051,212,13,268,782,697,1339,0.225,0.32799999999999996,0.44799999999999995,0.9840000000000001,Outfield,0
WALLY_MOSES,17,2012,7356,1124,2138,435,110,89,679,821,457,0.29100000000000004,0.364,0.41600000000000004,0.973,Outfield,0
PEANUTS_LOWREY,13,1401,4317,564,1177,186,45,37,479,403,226,0.273,0.336,0.36200000000000004,0.983,Outfield,0
GUS_MANCUSO,17,1460,4505,386,1194,197,16,53,543,418,264,0.265,0.32799999999999996,0.35100000000000003,0.977,Catcher,0
GEORGE_PINKNEY,10,1163,4610,874,1212,170,56,21,391,525,135,0.263,0.345,0.33799999999999997,0.897,Third_base,0
JOHN_STEARNS,11,810,2681,334,696,152,10,46,312,323,294,0.26,0.345,0.375,0.985,Catcher,0
NAP_LAJOIE,21,2480,9589,1504,3242,657,163,83,1599,516,85,0.33799999999999997,0.38,0.467,0.963,Second_base,1
BUTCH_WYNEGAR,13,1301,4330,498,1102,176,15,65,506,626,428,0.255,0.35100000000000003,0.34700000000000003,0.9890000000000001,Catcher,0
GARY_SUTHERLAND,13,1031,3104,308,754,109,10,24,239,207,219,0.243,0.292,0.308,0.971,Second_base,0
NATE_COLBERT,10,1004,3422,481,833,141,25,173,520,383,902,0.243,0.324,0.451,0.991,First_base,0
DICK_McAULIFFE,16,1763,6185,888,1530,231,71,197,697,882,974,0.247,0.344,0.40299999999999997,0.977,Second_base,0
ART_WHITNEY,11,978,3681,475,820,89,32,6,266,302,173,0.223,0.285,0.26899999999999996,0.888,Third_base,0
SKI_MELILLO,12,1377,5063,590,1316,210,64,22,548,327,306,0.26,0.306,0.34,0.973,Second_base,0
DUMMY_HOY,14,1796,7112,1426,2044,248,121,40,726,1004,210,0.287,0.385,0.373,0.915,Outfield,0
LARRY_DOYLE,14,1766,6509,960,1887,299,123,74,793,625,274,0.29,0.35700000000000004,0.408,0.9490000000000001,Second_base,0
SPARKY_ADAMS,13,1424,5557,844,1588,249,48,9,394,453,223,0.28600000000000003,0.34299999999999997,0.353,0.9740000000000001,Second_base,0
HANK_SEVEREID,15,1390,4312,408,1245,204,42,17,539,331,169,0.289,0.342,0.36700000000000005,0.978,Catcher,0
MANNY_MOTA,20,1536,3779,496,1149,125,52,31,438,289,320,0.304,0.358,0.389,0.9790000000000001,Outfield,0
DAVE_NELSON,10,813,2578,340,630,77,19,20,211,220,392,0.244,0.307,0.312,0.976,Second_base,0
JOSE_PAGAN,15,1326,3689,387,922,138,26,52,372,244,510,0.25,0.3,0.344,0.963,Shortstop,0
MILLER_HUGGINS,13,1586,5558,948,1474,146,50,9,318,1003,312,0.265,0.381,0.314,0.956,Second_base,0
JOHNNY_RAWLINGS,12,1080,3719,409,928,122,28,14,303,257,275,0.25,0.303,0.309,0.968,Second_base,0
BOB_CERV,12,829,2261,320,624,96,26,105,374,212,392,0.276,0.34299999999999997,0.48100000000000004,0.976,Outfield,0
MICKEY_RIVERS,15,1468,5629,785,1660,247,71,61,499,266,471,0.295,0.32899999999999996,0.397,0.982,Outfield,0
DICK_STUART,10,1112,3997,506,1055,157,30,228,743,301,957,0.264,0.319,0.489,0.982,First_base,0
HAWK_TAYLOR,11,394,724,56,158,25,0,16,82,36,146,0.218,0.259,0.319,0.9840000000000001,Catcher,0
BOBBY_VALENTINE,10,639,1698,176,441,59,9,12,157,140,134,0.26,0.319,0.326,0.9570000000000001,Shortstop,0
MIKE_MARSHALL,11,1035,3593,433,971,173,8,148,530,247,810,0.27,0.324,0.446,0.978,Outfield,0
WILLIE_DAVIS,18,2429,9174,1217,2561,395,138,182,1053,418,977,0.27899999999999997,0.314,0.41200000000000003,0.978,Outfield,0
GEORGE_VanHALTREN,17,1984,8021,1639,2532,285,161,69,1014,868,305,0.316,0.385,0.41700000000000004,0.915,Outfield,0
LAVE_CROSS,21,2275,9072,1333,2645,411,135,47,1345,464,90,0.292,0.32799999999999996,0.382,0.938,Third_base,0
RUPPERT_JONES,12,1331,4415,643,1103,215,38,147,579,534,817,0.25,0.332,0.41600000000000004,0.986,Outfield,0
MIKE_IVIE,11,857,2694,309,724,133,17,81,411,214,402,0.26899999999999996,0.326,0.42100000000000004,0.993,First_base,0
CY_WILLIAMS,19,2002,6780,1024,1981,306,74,251,1005,690,721,0.292,0.365,0.47,0.973,Outfield,0
GREG_BROCK,10,1013,3202,420,794,141,6,110,462,434,469,0.248,0.34,0.39899999999999997,0.9940000000000001,First_base,0
TOMMY_HELMS,14,1435,4997,414,1342,223,21,34,477,231,301,0.26899999999999996,0.303,0.342,0.983,Second_base,0
HARRY_SMITH,10,343,1004,83,214,22,7,2,89,55,14,0.213,0.262,0.255,0.95,Catcher,0
MAX_CAREY,20,2476,9363,1545,2665,419,159,70,800,1040,695,0.285,0.361,0.386,0.966,Outfield,2
BILL_KNICKERBOCKER,10,907,3418,423,943,198,27,28,368,244,238,0.276,0.326,0.374,0.955,Shortstop,0
JIMMY_AUSTIN,18,1580,5388,661,1328,174,76,13,390,592,363,0.24600000000000002,0.326,0.314,0.9329999999999999,Third_base,0
DANNY_MURPHY,16,1496,5399,705,1563,289,102,44,702,335,24,0.289,0.336,0.405,0.953,Second_base,0
DICK_BARTELL,18,2016,7629,1130,2165,442,71,79,710,748,627,0.284,0.355,0.391,0.953,Shortstop,0
BUCK_HERZOG,13,1493,5284,705,1370,191,75,20,445,427,307,0.259,0.32899999999999996,0.335,0.9540000000000001,Second_base,0
SHERRY_ROBERTSON,10,597,1507,200,346,55,18,26,151,202,238,0.23,0.32299999999999995,0.342,0.946,Outfield,0
JACK_McCARTHY,12,1091,4195,550,1203,171,66,7,474,268,13,0.287,0.33299999999999996,0.364,0.946,Outfield,0
HARVEY_KUENN,15,1833,6913,951,2092,356,56,87,671,594,404,0.303,0.359,0.408,0.978,Outfield,0
WILLIE_MAYS,22,2992,10881,2062,3283,523,140,660,1903,1464,1526,0.302,0.387,0.557,0.981,Outfield,1
DICK_SCHOFIELD.SR.,19,1321,3083,394,699,113,20,21,211,390,526,0.22699999999999998,0.319,0.297,0.961,Shortstop,0
DICK_HOBLITZEL,11,1318,4706,591,1310,194,88,27,593,407,256,0.278,0.341,0.374,0.987,First_base,0
PETE_ROSE,24,3562,14053,2165,4256,746,135,160,1314,1566,1143,0.303,0.377,0.409,0.991,Outfield,0
PAUL_SCHAAL,11,1128,3555,436,869,132,26,57,323,516,466,0.244,0.344,0.344,0.943,Third_base,0
WILLIE_JONES,15,1691,5826,786,1502,252,33,190,812,755,541,0.258,0.345,0.41,0.963,Third_base,0
ROY_CAMPANELLA,10,1215,4205,627,1161,178,18,242,856,533,501,0.276,0.36200000000000004,0.5,0.988,Catcher,1
SIBBY_SISTI,13,1016,2999,401,732,121,19,27,260,283,440,0.244,0.313,0.324,0.973,Second_base,0
GENE_OLIVER,10,786,2216,268,546,111,5,93,320,215,420,0.24600000000000002,0.317,0.42700000000000005,0.985,Catcher,0
ELMER_SMITH,14,1235,4688,913,1455,196,136,37,638,636,139,0.31,0.397,0.434,0.9209999999999999,Outfield,0
THAD_BOSLEY,14,784,1581,183,430,50,12,20,158,143,275,0.272,0.33299999999999996,0.35700000000000004,0.972,Outfield,0
JIMMY_COLLINS,14,1726,6796,1055,2000,353,116,65,983,426,32,0.294,0.344,0.409,0.929,Third_base,2
FRANK_McCORMICK,13,1534,5723,722,1711,334,26,128,951,399,189,0.299,0.348,0.434,0.995,First_base,0
POP_SCHRIVER,14,800,2727,367,720,117,40,16,375,223,118,0.264,0.32899999999999996,0.354,0.934,Catcher,0
MONTE_CROSS,15,1682,5821,718,1364,232,68,31,621,616,100,0.23399999999999999,0.316,0.314,0.92,Shortstop,0
DALE_BERRA,11,853,2553,236,603,109,9,49,278,210,422,0.23600000000000002,0.297,0.344,0.9590000000000001,Shortstop,0
JACK_TOBIN,13,1619,6174,936,1906,294,99,64,581,508,267,0.309,0.364,0.42,0.9570000000000001,Outfield,0
EDDIE_STANKY,11,1259,4301,811,1154,185,35,29,364,996,374,0.268,0.41,0.348,0.975,Second_base,0
HANK_MAJESKI,13,1069,3421,404,956,181,27,57,501,299,260,0.27899999999999997,0.342,0.39799999999999996,0.968,Third_base,0
LEW_RIGGS,10,760,2477,298,650,110,43,28,271,181,140,0.262,0.317,0.375,0.945,Third_base,0
NED_HANLON,13,1267,5074,930,1317,159,79,30,517,471,357,0.26,0.325,0.34,0.8909999999999999,Outfield,0
LEE_HANDLEY,10,968,3356,418,902,122,45,15,297,267,204,0.26899999999999996,0.32299999999999995,0.345,0.9490000000000001,Third_base,0
PAUL_POPOVICH,11,682,1732,176,403,42,9,14,134,127,151,0.233,0.28800000000000003,0.292,0.982,Second_base,0
BILLY_GOODMAN,16,1623,5644,807,1691,299,44,19,591,669,329,0.3,0.377,0.37799999999999995,0.972,Second_base,0
JOHN_WARNER,14,1073,3494,348,870,81,35,6,303,181,33,0.249,0.301,0.297,0.966,Catcher,0
JACK_FARRELL,11,884,3613,584,877,148,55,23,370,197,205,0.243,0.28300000000000003,0.33299999999999996,0.899,Second_base,0
CHARLIE_HICKMAN,12,1081,3982,478,1176,217,92,59,614,153,?,0.295,0.33,0.44,0.968,First_base,0
ROGER_PECKINPAUGH,17,2012,7233,1006,1876,256,75,48,739,814,609,0.259,0.336,0.335,0.9490000000000001,Shortstop,0
ART_WILSON,14,812,2056,237,536,96,22,24,226,292,289,0.261,0.35700000000000004,0.364,0.972,Catcher,0
CHARLIE_LAU,11,527,1170,105,298,63,9,16,140,109,150,0.255,0.321,0.365,0.988,Catcher,0
TOPSY_HARTSEL,14,1356,4848,826,1336,182,92,31,341,837,?,0.276,0.38299999999999995,0.37,0.956,Outfield,0
GARY_CARTER,19,2296,7971,1025,2092,371,31,324,1225,848,997,0.262,0.33799999999999997,0.439,0.991,Catcher,0
PAUL_WANER,20,2549,9459,1627,3152,605,191,113,1309,1091,376,0.33299999999999996,0.40399999999999997,0.473,0.975,Outfield,1
